provincia,comune,numero_fascicolo,regione,indirizzo,stato,cup,tipologia_beneficiario,tipologia_intervento,importo_richiesto,importo_concesso,importo_liquidato,flag_superbonus,area_kmq,popolazione_residente,pro_com_t,url_opencup
TE,COLLEDARA,1306701800000054282019,ABRUZZO,contrada CRETARA,Chiuso,B88I21000360008,,RCR-CI-L0,19311.41,18509.95,34074.62,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000360008
TE,COLLEDARA,1306701800000152432020,ABRUZZO,FRAZ VILLA ILII,Chiuso,B88I21001690001,Delegato,RCR-CI-L0,96963.03,96172.62,107674.11,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001690001
TE,COLLEDARA,1306701800000153232020,ABRUZZO,VIA GOFFREDO MAMELI,Chiuso,B83E22000720001,Delegato,RCR-CI-L0,124005.69,124005.69,124002.41,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000720001
TE,COLLEDARA,1306701800000384512022,ABRUZZO,FRAZ. ORNANO GRANDE ORANANO,Chiuso,B83E23000180001,Singolo Proprietario,RCR-CI-L0,17023.49,17023.49,16134.14,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000180001
TE,COLLEDARA,1306701800000123262020,ABRUZZO,località Pantani,Chiuso,B88I21000160001,Delegato,RCR-CI-L0,39610.99,39451.99,42600.04,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000160001
TE,COLLEDARA,1306701800000399692022,ABRUZZO,F.NE PIZZICATO,Chiuso,B83E23001000001,Delegato di condominio non registrato,RCR-CI-L0,26056.89,21880.28,37089.49,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23001000001
TE,COLLEDARA,1306701800000046792019,ABRUZZO,FRAZIONE ORNANO GRANDE COLLEDARA,Chiuso,B88I21000550001,,RCR-CI-L0,27538.61,27728.29,25640.29,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000550001
TE,COLLEDARA,1306701800000152442020,ABRUZZO,FRAZIONE CHIOVANO,Chiuso,B83E22001380001,Delegato,RCR-CI-L0,57961.96,57961.96,54676.59,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001380001
TE,COLLEDARA,1306701800000012582018,ABRUZZO,VIA PETRILLI,Chiuso,B88I21001050001,Rappresentante legale,RCR-CI-L0,319524.05,320809.85,351891.61,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001050001
TE,COLLEDARA,1306701800000054082019,ABRUZZO,VIA NUOVA,Chiuso,B88I21000480008,Delegato,RCR-CI-L0,127321.34,126100.98,142063.33,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000480008
TE,COLLEDARA,1306701800000028122019,ABRUZZO,FRAZIONE VILLA PETTO,Chiuso,B89H20000400001,Delegato,RCR-CI-L0,315702.65,83386.31,81623.86,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000400001
TE,COLLEDARA,1306701800000137422020,ABRUZZO,Fraz. Casaterza,Chiuso,B88I21000840001,Delegato,RCR-CI-L0,32268.97,32268.97,28477.02,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000840001
TE,COLLEDARA,1306701800000150812020,ABRUZZO,VIA GOFFREDO MAMELI,Chiuso,B83E22000140001,Delegato,RCR-CI-L0,124643.03,124643.01,144005.46,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000140001
TE,COLLEDARA,1306701800000396042022,ABRUZZO,FRAZ. _ORNANO GRANDE,Chiuso,B83E23000020001,Delegato,RCR-CI-L0,29230.2,24692.91,28890.11,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000020001
TE,COLLEDARA,1306701800000390812022,ABRUZZO,Frazione Collecastino,Chiuso,B83E22001410001,Singolo Proprietario,RCR-CI-L0,20913.94,21156.98,20727.65,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001410001
TE,COLLEDARA,1306701800000008312018,ABRUZZO,Via frazione Villa ilii/snc,Chiuso,B81G19000480008,,RCR-CI-L0,51643.54,37580,37580,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000480008
TE,COLLEDARA,1306701800000044552019,ABRUZZO,VIA NUOVA CARANCIA,Chiuso,B89H20000410001,,RCR-CI-L0,91264.63,89140.65,86155.03,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000410001
TE,COLLEDARA,1306701800000354012022,ABRUZZO,LOCALITA' COLLINA DI BASCIANELLA,Chiuso,B83E22001090001,Delegato,RCR-CI-L0,5456.97,5218.39,4859.76,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001090001
TE,COLLEDARA,1306701800000065512020,ABRUZZO,frazione Pizzicato,Chiuso,B83E23000830001,Singolo Proprietario,RCR-CI-L0,70149.76,84405.83,84392.52,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000830001
TE,COLLEDARA,1306701800000001702017,ABRUZZO,Via Mercato vecchio Frazione Ornano Grande - COLLEDARA,Chiuso,B81G19000730008,,RCR-CI-L0,59471.51,54307.45,53255.24,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000730008
TE,COLLEDARA,1306701800000146612020,ABRUZZO,FRAZIONE VILLA SBARRA,Chiuso,B88I21001810001,Delegato,RCR-CI-L0,69737.48,69737.48,76281.85,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001810001
TE,COLLEDARA,1306701800000086802020,ABRUZZO,FRAZ. ORNANO GRANDE,Chiuso,B88I21001410001,Delegato,RCR-CI-L0,128733.18,100659.19,128955.79,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001410001
TE,COLLEDARA,1306701800000144232020,ABRUZZO,Frazione Collecastino,Chiuso,B83E22000200008,Singolo Proprietario,RCR-CI-L0,72225.16,61859.86,58774.33,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000200008
TE,COLLEDARA,1306701800000020282018,ABRUZZO,FRAZIONE VILLA PETTO,Chiuso,B81G19000760008,,RCR-CI-L0,75343.1,72577.34,71745.54,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G19000760008
TE,COLLEDARA,1306701800000148622020,ABRUZZO,FRAZ. ORNANO GRANDE,Chiuso,B88I22000250001,Delegato di condominio non registrato,RCR-CI-L0,218446.5,216633.5,228336.93,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I22000250001
TE,COLLEDARA,1306701800000041602019,ABRUZZO,Contrada Piane Mavone,Chiuso,B88I21001790008,Delegato,RCR-CI-L0,43648.24,37861.82,45281.26,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001790008
TE,COLLEDARA,1306701800000024492019,ABRUZZO,frazione castiglione della valle,Chiuso,B88I21001070008,Delegato,RCR-CI-L0,145483.2,139154.42,171051.48,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21001070008
TE,COLLEDARA,1306701800000143632020,ABRUZZO,F.NE CHIOVANO,Chiuso,B83E23000520008,Delegato,RCR-CI-L0,21034.47,20761.6,20892.05,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000520008
TE,COLLEDARA,1306701800000346182022,ABRUZZO,FRAZIONE VILLA ILII,Chiuso,B83E22001070001,Singolo Proprietario,RCR-CI-L0,19684.22,0,16634.82,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001070001
TE,COLLEDARA,1306701800000048692019,ABRUZZO,VIA DELLA PINETA VIA DELLA PINETA,Chiuso,B81G20000340001,,RCR-CI-L0,65438.21,56241.58,55869.12,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000340001
TE,COLLEDARA,1306701800000025112019,ABRUZZO,VIA DELLA PINETA,Chiuso,B81G20000270008,,RCR-CI-L0,85276.26,81204.26,81204.26,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B81G20000270008
TE,COLLEDARA,1306701800000049642019,ABRUZZO,F.NE VILLA ILII,Chiuso,B89H21000040001,Singolo Proprietario,RCR-CI-RES,387823.69,392371.92,451122.24,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H21000040001
TE,COLLEDARA,1306701800000349482022,ABRUZZO,C.DA PIANO MAVONE,Chiuso,B83E22000970008,Singolo Proprietario,RCR-CI-PROD,138685.74,132056.93,138370.73,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000970008
TE,COLLEDARA,1306701800000117672020,ABRUZZO,FRAZIONE VILLA PETTO,Chiuso,B89H20000440001,,RCR-CI-L0,23624.88,23552.56,21054.18,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000440001
TE,COLLEDARA,1306701800000038792019,ABRUZZO,F.ne Bascianella,Chiuso,B88I21000540001,,RCR-CI-L0,34819.06,34573.84,33840.34,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B88I21000540001
TE,COLLEDARA,1306701800000151152020,ABRUZZO,FRAZIONE CASETTE - VILLA PETTO,Chiuso,B83E22000070001,Singolo Proprietario,RCR-CI-L0,35520.16,23269.48,25183.26,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22000070001
TE,COLLEDARA,1306701800000355762022,ABRUZZO,FRAZIONE FRAZIONE VILLA ILII,Chiuso,B83E22001010001,Delegato,RCR-CI-L0,24137.79,24137.79,24538.8,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001010001
TE,COLLEDARA,1306701800000357402022,ABRUZZO,Frazione Villa Sbarra,Chiuso,B83E22001050001,Singolo Proprietario,RCR-CI-L0,12149.41,12613.72,11682.42,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E22001050001
TE,COLLEDARA,1306701800000054492019,ABRUZZO,Fraz. Vico,Chiuso,B83E23000530001,Singolo Proprietario,RCR-CI-L0,53554.42,53365.83,54145.84,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000530001
TE,COLLEDARA,1306701800000003272017,ABRUZZO,via Fedele Romani,Chiuso,B89H20000310008,,RCR-CI-L0,139859.07,139586.95,138040.78,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B89H20000310008
TE,COLLEDARA,1306701800000420552022,ABRUZZO,Piane Mavone,Chiuso,B83E23001030001,Singolo Proprietario,RCR-CI-PROD,30572.34,30572.34,28953.45,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23001030001
TE,COLLEDARA,1306701800000414072022,ABRUZZO,Piane Mavone,Chiuso,B83E23000930001,Singolo Proprietario,RCR-CI-PROD,154206.23,154206.22,149248.36,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000930001
TE,COLLEDARA,1306701800000345732022,ABRUZZO,Contrada Colllecastino,Chiuso,B83E24000100008,Delegato,RCR-CI-PROD,81267.32,77971.52,77455.92,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E24000100008
TE,COLLEDARA,1306701800000418742022,ABRUZZO,fraz. Ornano Grande,Chiuso,B83E23000150001,Delegato,RCR-CI-L0,37325.29,33176.99,31419.28,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000150001
TE,COLLEDARA,1306701800002164102023,ABRUZZO,f.ne Cretara,Chiuso,B83E23000540001,Rappresentante legale,RCR-CI-L0,43272.31,22842.67,21106.19,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000540001
TE,COLLEDARA,1306701800002190822023,ABRUZZO,FRAZ. ORNANO PICCOLO,Chiuso,B83E23000610001,Singolo Proprietario,RCR-CI-L0,18802.44,18802.24,21528.88,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000610001
TE,COLLEDARA,1306701800002191552023,ABRUZZO,FRAZIONE ORNANO GRANDE,Chiuso,B83E23000820001,Delegato,RCR-CI-L0,30869.73,30869.73,33633.88,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000820001
TE,COLLEDARA,1306701800002399652023,ABRUZZO,VIA NUOVA,Chiuso,B83E23000970001,Singolo Proprietario,RCR-CI-L0,6637.35,6637.35,6737.97,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000970001
TE,COLLEDARA,1306701800002414492023,ABRUZZO,FRAZ. CRETARA,Aperto,B83E23000720001,Singolo Proprietario,RCR-CI-L0,25379.49,25379.49,24815.47,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000720001
TE,COLLEDARA,1306701800002510132023,ABRUZZO,VIA SAN GIORGIO - FRAZIONE ORANO GRANDE,Chiuso,B83E23000640001,Singolo Proprietario,RCR-CI-L0,7893.95,8179.05,7902.12,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000640001
TE,COLLEDARA,1306701800002543692023,ABRUZZO,FRAZIONE ORNANO GRANDE,Chiuso,B83E23000900001,Delegato,RCR-CI-L0,5354.05,5354.05,5347.38,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000900001
TE,COLLEDARA,1306701800002650292023,ABRUZZO,VIA DELLA FONTANA,Chiuso,B83E23000710001,Delegato,RCR-CI-L0,32542.64,29411.74,27667.66,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000710001
TE,COLLEDARA,1306701800002738662023,ABRUZZO,FRAZ. ORNANO GRANDE,Chiuso,B83E23000950001,Singolo Proprietario,RCR-CI-L0,36138.13,36138.13,38216.87,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E23000950001
TE,COLLEDARA,1306701800003337252024,ABRUZZO,VIA DELLA PINETA,Aperto,B83E24000170001,Delegato,RCR-CI-L0,5040.19,1967.32,0,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E24000170001
TE,COLLEDARA,1306701800003343712024,ABRUZZO,VIA NUOVA,Aperto,B83E24000430001,Delegato,RCR-CI-L0,28486.88,28486.88,0,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E24000430001
TE,COLLEDARA,1306701800003470122024,ABRUZZO,via nuova,Chiuso,B83E24000320001,Singolo Proprietario,RCR-CI-L0,27469.97,27342.66,25777.08,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E24000320001
TE,COLLEDARA,1306701800003526302024,ABRUZZO,VIA CARANCIA,Chiuso,B83E24000420001,Delegato,RCR-CI-L0,34983,33776.16,33801.22,no,18.013,2077,067018,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B83E24000420001
TE,PIETRACAMELA,1306703400000151182020,ABRUZZO,FRAZ. INTERMESOLI,Aperto,B63E23000420001,Delegato di condominio non registrato,RCR-CI-L0,47669.27,47637.4,0,no,44.4851,207,067034,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B63E23000420001
TE,PIETRACAMELA,1306703400000154372020,ABRUZZO,via del gran sasso,Chiuso,B63E22000800001,Delegato,RCR-CI-L0,17494.07,13891.25,13747.35,no,44.4851,207,067034,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B63E22000800001
TE,PIETRACAMELA,1306703400000034652019,ABRUZZO,Loc. Prati di Tivo,Aperto,B63E22000010008,Amministratore di condominio registrato,RCR-CI-L0,3923334.18,2947352.91,2335836.75,no,44.4851,207,067034,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B63E22000010008
TE,VALLE CASTELLANA,1306704600000121532020,ABRUZZO,Frazione Pietralta,Chiuso,B98I21001160001,Delegato,RCR-CI-L0,37517.22,37691.21,38263.44,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21001160001
TE,VALLE CASTELLANA,1306704600000138162020,ABRUZZO,F.NE MORRICE,Chiuso,B98I21000860001,Delegato,RCR-CI-L0,79958.88,79958.89,94289.2,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21000860001
TE,VALLE CASTELLANA,1306704600000016672018,ABRUZZO,FRAZIONE SANTA RUFINA,Chiuso,B91G19000590001,,RCR-CI-L0,80557.81,80535.22,82066.58,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G19000590001
TE,VALLE CASTELLANA,1306704600000004052017,ABRUZZO,frazione Pietralta,Chiuso,B91G19000510001,,RCR-CI-L0,71521.34,70867.37,25022.34,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G19000510001
TE,VALLE CASTELLANA,1306704600000034032019,ABRUZZO,frazione Fornisco,Chiuso,B98I21000280008,,RCR-CI-L0,73375.27,67349.27,65920.14,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21000280008
TE,VALLE CASTELLANA,1306704600000008442018,ABRUZZO,FRAZIONE PIETRALTA,Chiuso,B91G19000280008,,RCR-CI-L0,57370.9,63670.18,62376.75,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G19000280008
TE,VALLE CASTELLANA,1306704600000064742020,ABRUZZO,F.NE CORONELLE,Chiuso,B98I21002070008,Delegato,RCR-CI-L0,63520.53,52286,55478.25,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21002070008
TE,VALLE CASTELLANA,1306704600000008012018,ABRUZZO,FRAZIONE VIGNATICO,Chiuso,B91G19000680001,,RCR-CI-L0,62356.59,54934.29,45648.5,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G19000680001
TE,VALLE CASTELLANA,1306704600000005132017,ABRUZZO,S.P.49 FRAZIONE CAPOLUOGO,Chiuso,B91G20000000008,,RCR-CI-L0,146862.54,136526.59,136491.14,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G20000000008
TE,VALLE CASTELLANA,1306704600000057472019,ABRUZZO,FRAZIONE PIETRALTA,Chiuso,B99H20000240008,,RCR-CI-L0,53483.55,49728.84,48987.53,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B99H20000240008
TE,VALLE CASTELLANA,1306704600000020662018,ABRUZZO,FRAZIONE MACCHIA DA BOREA,Chiuso,B98I21000320001,,RCR-CI-L0,53227.6,50173.28,48965.4,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21000320001
TE,VALLE CASTELLANA,1306704600000091432020,ABRUZZO,FRAZIONE MACCHIA DA BOREA,Chiuso,B98I21000760001,,RCR-CI-L0,60528.76,60485.96,72983.46,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21000760001
TE,VALLE CASTELLANA,1306704600000123732020,ABRUZZO,FNE CAPOLUOGO,Chiuso,B39E23000030001,Delegato,RCR-CI-L0,74498.91,88840.78,83957.63,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B39E23000030001
TE,VALLE CASTELLANA,1306704600000004112017,ABRUZZO,frazione Ceraso,Chiuso,B99H20000160008,,RCR-CI-L0,47094.29,44173.8,41536.46,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B99H20000160008
TE,VALLE CASTELLANA,1306704600000009712018,ABRUZZO,FRAZIONE FORNISCO,Chiuso,B91G20000040008,,RCR-CI-L0,63765.25,57308.66,55262.55,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G20000040008
TE,VALLE CASTELLANA,1306704600000059072020,ABRUZZO,FRAZIONE CORONELLE,Chiuso,B98I21002060001,Singolo Proprietario,RCR-CI-L0,31874.47,31856.93,30677.92,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21002060001
TE,VALLE CASTELLANA,1306704600000007152018,ABRUZZO,frazione SAN VITO,Chiuso,B91G19000540001,,RCR-CI-L0,32842.81,34078.56,32295.56,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G19000540001
TE,VALLE CASTELLANA,1306704600000054382019,ABRUZZO,F.NE COLLE,Chiuso,B93E23000720001,,RCR-CI-L0,111429.76,106882.9,112376.33,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B93E23000720001
TE,VALLE CASTELLANA,1306704600000148052020,ABRUZZO,F.NE VALLE FARA,Chiuso,B98I21001870001,Delegato,RCR-CI-L0,129312.93,129312.91,150783.44,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21001870001
TE,VALLE CASTELLANA,1306704600000063052020,ABRUZZO,F.NE CAPOLUOGO,Aperto,B99H21000200008,Singolo Proprietario,RCR-CI-L0,171259.93,0,0,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B99H21000200008
TE,VALLE CASTELLANA,1306704600000062372020,ABRUZZO,località Pietralta,Chiuso,B98I21001110008,Singolo Proprietario,RCR-CI-L0,67072.83,65016.35,77529.81,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21001110008
TE,VALLE CASTELLANA,1306704600000137202020,ABRUZZO,F.NE PREVENISCO,Chiuso,B98I21001180008,,RCR-CI-L0,38987.54,38789.17,43552,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21001180008
TE,VALLE CASTELLANA,1306704600000052052019,ABRUZZO,frazione Pascellata,Chiuso,B99H20000300008,Delegato,RCR-CI-RES,326424.33,322547.29,319538.24,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B99H20000300008
TE,VALLE CASTELLANA,1306704600000042532019,ABRUZZO,FRAZIONE CERQUITO,Chiuso,B93E23000910001,Delegato,RCR-CI-L0,39219.11,35406.32,38889.76,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B93E23000910001
TE,VALLE CASTELLANA,1306704600000005322017,ABRUZZO,FRAZIONE VIGNATICO,Chiuso,B95C20000650008,,RCR-CI-L0,97562.42,91072.51,91072.51,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B95C20000650008
TE,VALLE CASTELLANA,1306704600000019562018,ABRUZZO,FRAZIONE DI VILLA FRANCA,Chiuso,B98I21000390008,Rappresentante legale,RCR-CI-PROD,328891.66,267198.12,321755.15,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B98I21000390008
TE,VALLE CASTELLANA,1306704600000002742017,ABRUZZO,frazione Capoluogo,Chiuso,B91G20000050001,,RCR-CI-L0,79431.86,76496.26,75500.39,no,131.7532,845,067046,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B91G20000050001
