regione,provincia,comune,rcr_presentate,rcr_approvate,importo_richiesto,importo_concesso,importo_liquidato,cantieri_in_corso,cantieri_chiusi,cod_istat_comune
Abruzzo,L'Aquila,Corfinio,11,6,685948.53999999992,442854.29,473431.29,0,6,066041
Abruzzo,L'Aquila,Fontecchio,2,1,791701.13,736260.69,324001.64,1,0,066043
Abruzzo,L'Aquila,Gagliano Aterno,6,4,813200.33000000007,415181.11,315084.62,0,4,066045
Abruzzo,L'Aquila,Goriano Sicoli,2,0,0,0,0,0,0,066047
Abruzzo,L'Aquila,Introdacqua,12,6,8518280.5500000007,2579217.98,2810162.63,1,5,066048
Abruzzo,L'Aquila,L'Aquila,42,16,22650830.219999995,12872510.93,8605838.3599999994,4,10,066049
Abruzzo,L'Aquila,Molina Aterno,6,4,1528116.8900000001,1476541.89,1245864.3600000001,2,2,066055
Abruzzo,L'Aquila,Montereale,458,263,69163189.5,50594247.329999998,33919776.600000001,56,189,066056
Abruzzo,L'Aquila,Navelli,5,3,590085.14999999991,531837.77,372969.45,1,2,066058
Abruzzo,L'Aquila,Ofena,3,3,690601.38,577858.55999999994,127843.52,1,2,066060
Abruzzo,L'Aquila,Pacentro,5,4,4461059.57,452114.19999999995,494388.39,0,4,066066
Abruzzo,L'Aquila,Pizzoli,66,29,12204426.810000001,7475132.5,4053881.43,5,24,066072
Abruzzo,L'Aquila,Pratola Peligna,28,7,2478973.3600000003,1553757.77,952638.63,4,1,066075
Abruzzo,L'Aquila,Raiano,9,4,4654336.2,2165971.5300000003,2150680.9899999998,1,3,066077
Abruzzo,L'Aquila,San Pio delle Camere,1,1,95835.86,95520.65,114170.69,0,1,066088
Abruzzo,L'Aquila,Santo Stefano di Sessanio,1,0,557851.65,0,0,0,0,066091
Abruzzo,L'Aquila,Scoppito,16,7,1955969.64,896632.88,404884.65,1,5,066095
Abruzzo,L'Aquila,Secinaro,1,0,0,0,0,0,0,066097
Abruzzo,L'Aquila,Sulmona,16,3,241475.59999999998,249044.12,66797.8,1,1,066098
Abruzzo,L'Aquila,Tione degli Abruzzi,2,0,0,0,0,0,0,066100
Abruzzo,L'Aquila,Tornimparte,2,1,73789.649999999994,66657.88,83599.37,0,1,066101
Abruzzo,L'Aquila,Villa Sant'Angelo,2,1,135504.63,134539.14000000001,152062.73000000001,0,1,066105
Abruzzo,Teramo,Ancarano,17,13,7087870.3499999996,4075348.6999999997,3219337.15,5,9,067002
Abruzzo,Teramo,Arsita,33,14,3813885.0600000005,2186250.12,2134367.77,2,12,067003
Abruzzo,Teramo,Atri,21,14,6441134.1799999997,4783318.41,2131623.11,5,7,067004
Abruzzo,Teramo,Basciano,87,60,16220649.84,14096031.48,9341084.9299999997,19,40,067005
Abruzzo,Teramo,Bellante,66,36,16045574.84,11102894.459999999,6908850.2599999998,14,17,067006
Abruzzo,Teramo,Bisenti,82,54,13914026.140000001,10763099.789999999,6092034.6799999997,13,38,067007
Abruzzo,Teramo,Campli,346,203,68185021.090000004,38427518.379999995,22172391.870000001,41,134,067008
Abruzzo,Teramo,Canzano,37,19,7931876.9299999997,5754672.4700000007,2749564.77,7,9,067009
Abruzzo,Teramo,Castel Castagna,93,54,11718445.23,8380209.5599999996,6523878.1500000004,9,40,067010
Abruzzo,Teramo,Castellalto,53,27,11986679.279999999,4802284.93,2667870.0499999998,4,18,067011
Abruzzo,Teramo,Castelli,107,71,21287285.640000001,14748562.860000001,11278778.469999999,12,56,067012
Abruzzo,Teramo,Castiglione Messer Raimondo,43,25,10076923.450000001,5096091.57,3035119.88,6,15,067013
Abruzzo,Teramo,Castilenti,21,9,3190994.9199999995,1389803.1099999999,1010454.05,0,8,067014
Abruzzo,Teramo,Cellino Attanasio,95,42,13146760.539999999,8532074.2100000009,6211773.4900000002,7,30,067015
Abruzzo,Teramo,Cermignano,80,26,11130765.16,5412652.2199999997,2697870.62,6,15,067016
Abruzzo,Teramo,Civitella del Tronto,323,180,110699162.43000001,64604479.640000001,26353412.580000002,53,92,067017
Abruzzo,Teramo,Colledara,190,127,15073648.25,12391857.420000002,9795329.1199999992,18,93,067018
Abruzzo,Teramo,Colonnella,19,7,4212504.07,2928385.05,1032760.8,6,1,067019
Abruzzo,Teramo,Controguerra,8,5,2600606.88,2433796.08,1560245.8499999999,2,2,067020
Abruzzo,Teramo,Corropoli,19,16,7440664.9400000004,6223453.1100000013,6019067.2300000004,4,12,067021
Abruzzo,Teramo,Cortino,122,58,27340449.740000002,8604334.2599999998,4549156.4800000004,18,36,067022
Abruzzo,Teramo,Crognaleto,279,105,22119312.420000002,10165672.199999999,6338092.4500000002,19,75,067023
Abruzzo,Teramo,Fano Adriano,18,10,3481829.4,1624420.87,902634.54,2,7,067024
Abruzzo,Teramo,Giulianova,6,2,10811931.08,7226629.4800000004,5096180.01,2,0,067025
Abruzzo,Teramo,Isola del Gran Sasso d'Italia,249,133,21072672.539999999,12135808.550000001,9165253.3599999994,12,91,067026
Abruzzo,Teramo,Montefino,42,17,7384661.0000000009,3221172.96,1769606.6800000002,5,9,067027
Abruzzo,Teramo,Montorio al Vomano,466,300,85400796.709999993,63951588.519999996,47072998.200000003,49,238,067028
Abruzzo,Teramo,Morro d'Oro,6,5,2142475.65,1882069.8,756745.8,1,1,067029
Abruzzo,Teramo,Mosciano Sant'Angelo,10,5,1334938.4500000002,1275166.6000000001,1307615.5900000001,0,4,067030
Abruzzo,Teramo,Nereto,8,5,7474605.8899999997,5478406.9799999995,643711.43999999994,3,2,067031
Abruzzo,Teramo,Notaresco,42,19,16236271.35,10064711.460000001,5539457.2199999997,8,10,067032
Abruzzo,Teramo,Penna Sant'Andrea,70,38,15958063.089999998,11082525.969999999,6471796.1599999992,13,23,067033
Abruzzo,Teramo,Pietracamela,9,6,5505999.3899999997,4114737.48,4858674.41,1,5,067034
Abruzzo,Teramo,Pineto,6,1,379131.44000000006,70657.14,73675.490000000005,0,1,067035
Abruzzo,Teramo,Rocca Santa Maria,94,49,12793686.050000001,7114113.3200000003,4762393.34,9,34,067036
Abruzzo,Teramo,Roseto degli Abruzzi,7,5,1937116.32,1109452.8399999999,1065892.77,1,4,067037
Abruzzo,Teramo,Sant'Egidio alla Vibrata,19,13,10159788.41,8135883.3200000003,5725424.7199999997,2,9,067038
Abruzzo,Teramo,Sant'Omero,11,4,7131022.1800000006,3979355.86,2098760.44,2,2,067039
Abruzzo,Teramo,Teramo,877,531,371485345.13,269662670.75,189936136.61000001,157,342,067041
Abruzzo,Teramo,Torano Nuovo,13,10,4506809.1100000003,3871820.4099999997,3295209.93,2,6,067042
Abruzzo,Teramo,Torricella Sicura,241,130,51637639,33144810.93,20050602.549999997,37,85,067043
Abruzzo,Teramo,Tortoreto,2,0,475230.44,0,0,0,0,067044
Abruzzo,Teramo,Tossicia,120,74,16196421.020000001,11277772.77,7568224.3900000006,16,56,067045
Abruzzo,Teramo,Valle Castellana,201,107,35352080.259999998,16554962.91,8755810.0899999999,23,72,067046
Abruzzo,Teramo,Martinsicuro,4,1,4303966.45,253474.33,249105.4,0,1,067047
Abruzzo,Pescara,Abbateggio,6,2,158913.91,152036.29,105440.02,0,2,068001
Abruzzo,Pescara,Alanno,24,11,3221376.61,2799051.5700000003,1185953.5299999998,4,6,068002
Abruzzo,Pescara,Bolognano,9,2,562614.62,306625.96999999997,182543.13,1,1,068003
Abruzzo,Pescara,Brittoli,1,1,105486.39,105486.39,130745.86,0,1,068004
Abruzzo,Pescara,Bussi sul Tirino,1,1,72783.44,71693.53,6636.23,1,0,068005
Abruzzo,Pescara,Caramanico Terme,14,2,1218749.6200000001,142280.51999999999,1908,0,0,068007
Abruzzo,Pescara,Carpineto della Nora,5,3,602023.66,528753.75,147944.31,2,1,068008
Abruzzo,Pescara,Castiglione a Casauria,15,10,1030923.2,894374.93,802307.47,0,10,068009
Abruzzo,Pescara,Catignano,32,9,7217262.5099999998,2822873.08,1751926.74,3,5,068010
Abruzzo,Pescara,Città Sant'Angelo,5,3,1018968.83,1010898.17,661603.4,2,1,068012
Abruzzo,Pescara,Civitaquana,20,7,1719153.19,848719.54,521179.43,2,5,068013
Abruzzo,Pescara,Civitella Casanova,25,10,2621052.09,1672125.72,1060063.42,4,4,068014
Abruzzo,Pescara,Collecorvino,4,4,507646.5,494412.29,362058.75,1,3,068015
Abruzzo,Pescara,Corvara,6,2,862581.09,377823.25,121311.87,0,1,068016
Abruzzo,Pescara,Cugnoli,18,2,160674.29,156867.56,156098.94,0,2,068017
Abruzzo,Pescara,Elice,29,10,5734824.54,4729504.78,1373531.59,2,6,068018
Abruzzo,Pescara,Farindola,84,44,15976539.310000001,9242863.5199999996,6686413.3799999999,11,31,068019
Abruzzo,Pescara,Lettomanoppello,8,1,363263.53,409521.82,241705.59,1,0,068020
Abruzzo,Pescara,Loreto Aprutino,5,2,296045.74,278612.81,299906.62,0,2,068021
Abruzzo,Pescara,Manoppello,18,3,1911539.98,1017807.96,100789.77,2,1,068022
Abruzzo,Pescara,Montebello di Bertona,13,3,965924.26,570319.93000000005,236567.32,1,1,068023
Abruzzo,Pescara,Montesilvano,4,3,544976.49,504672.16,439391.22,1,2,068024
Abruzzo,Pescara,Moscufo,4,2,5881826.5500000007,5644920.1699999999,5005.78,1,1,068025
Abruzzo,Pescara,Nocciano,6,4,1325907.47,1246091.3599999999,488194.35,3,0,068026
Abruzzo,Pescara,Penne,127,55,48689392.090000004,28855664.43,15344423.290000001,26,24,068027
Abruzzo,Pescara,Pescara,2,0,11,0,0,0,0,068028
Abruzzo,Pescara,Pescosansonesco,17,3,623942.75,207160.2,153307.35999999999,0,2,068029
Abruzzo,Pescara,Pianella,12,7,6580094.5,5250172.0999999996,1496627.6800000002,2,2,068030
Abruzzo,Pescara,Picciano,20,10,3143148.48,1673486.3,1082295.25,2,6,068031
Abruzzo,Pescara,Pietranico,6,3,361919.18,109961.21,216672.3,0,3,068032
Abruzzo,Pescara,Roccamorice,1,0,0,0,0,0,0,068034
Abruzzo,Pescara,Rosciano,6,3,622186.69999999995,596566.43999999994,186628.36,1,0,068035
Abruzzo,Pescara,Salle,1,1,296084.76,159145.88,0,0,0,068036
Abruzzo,Pescara,San Valentino in Abruzzo Citeriore,8,4,303934.48,301963.08,302198.75,0,4,068038
Abruzzo,Pescara,Serramonacesca,3,3,443039.53,437631.63,162298.73000000001,2,1,068040
Abruzzo,Pescara,Spoltore,2,2,1140193.8799999999,1140193.8700000001,549227.34,2,0,068041
Abruzzo,Pescara,Tocco da Casauria,3,3,3752808.05,3590507.4899999998,916336.77,1,2,068042
Abruzzo,Pescara,Torre de' Passeri,4,3,682582.21,547710.04,563557.65,0,3,068043
Abruzzo,Pescara,Vicoli,5,1,1515189.41,1000042.86,315784.08,1,0,068045
Abruzzo,Pescara,Villa Celiera,6,1,242840.73,156325.6,188517.31,0,1,068046
Abruzzo,Chieti,Chieti,2,0,0,0,0,0,0,069022
Marche,Fermo,Altidona,1,1,557477.51,272836.40999999997,208986.38,1,0,109001
Marche,Fermo,Amandola,394,259,188463526.5,128036344.86,83854884.61999999,95,148,109002
Marche,Fermo,Belmonte Piceno,31,21,9863898.1699999999,7722803.5,4799425.8899999997,7,13,109003
Marche,Fermo,Campofilone,5,3,384078.6,335695.54,335695.54,0,3,109004
Marche,Fermo,Falerone,170,127,59811221.25,45918819.990000002,29204574.699999999,32,88,109005
Marche,Fermo,Fermo,256,166,159014163.27000001,135514186.18000001,83365108.079999998,59,99,109006
Marche,Fermo,Francavilla d'Ete,14,12,7550833.4800000004,5544402,2818775.24,6,5,109007
Marche,Fermo,Grottazzolina,13,9,4266331.4000000004,2974559.26,2330739.71,1,8,109008
Marche,Fermo,Lapedona,3,2,272303.73,264705.03999999998,38159.57,1,1,109009
Marche,Fermo,Magliano di Tenna,17,15,6662755.7599999998,5772297.1500000004,4042504.85,6,7,109010
Marche,Fermo,Massa Fermana,21,18,7705597.1900000004,7198410.6100000003,4270258.57,9,9,109011
Marche,Fermo,Monsampietro Morico,33,24,20576669.449999999,16459199.52,7574975.2000000002,17,7,109012
Marche,Fermo,Montappone,51,44,21853085.340000004,19274906.23,13310424.859999999,20,23,109013
Marche,Fermo,Montefalcone Appennino,42,35,19528480.879999999,16104403.439999999,9794952.6099999994,15,18,109014
Marche,Fermo,Montefortino,217,172,99676448.819999993,73184722.25999999,53770400.349999994,49,114,109015
Marche,Fermo,Monte Giberto,15,8,5656501.1299999999,5366565.4799999995,2941698.2199999997,3,4,109016
Marche,Fermo,Montegiorgio,139,94,51386608.839999996,39803842.490000002,23988351.460000001,23,61,109017
Marche,Fermo,Montegranaro,32,23,15779739.92,11721262.950000001,6410720.7599999998,7,16,109018
Marche,Fermo,Monteleone di Fermo,23,15,9743768.4800000004,7596011.3999999994,6964698.7799999993,6,9,109019
Marche,Fermo,Montelparo,46,35,14249228.26,11828839.130000001,7798387.4900000002,13,20,109020
Marche,Fermo,Monte Rinaldo,27,20,8105949.2199999997,5451595.7600000007,3891380.01,6,14,109021
Marche,Fermo,Monterubbiano,7,6,2906227.31,2851324.34,1334227.44,3,2,109022
Marche,Fermo,Monte San Pietrangeli,23,16,7764864.8300000001,4486373.41,3115477.13,3,13,109023
Marche,Fermo,Monte Urano,13,10,2817500.92,2748083.29,1246328.6500000001,2,7,109024
Marche,Fermo,Monte Vidon Combatte,6,6,1868544.87,1917302.98,1676775.05,2,4,109025
Marche,Fermo,Monte Vidon Corrado,14,10,6807059.3899999997,5028805.9499999993,3755302.5100000002,4,6,109026
Marche,Fermo,Montottone,23,17,15768604.640000001,11340974.369999999,9004093.6099999994,5,10,109027
Marche,Fermo,Moresco,3,1,1524708.32,733020.45,515057.2,2,0,109028
Marche,Fermo,Ortezzano,25,21,6877820.0899999999,6770994.3800000008,3997028.7100000004,4,15,109029
Marche,Fermo,Pedaso,1,1,329185.75,357976.85,344252.26,0,1,109030
Marche,Fermo,Petritoli,13,12,11711641.940000001,9980238.0999999996,6890955.4100000001,5,7,109031
Marche,Fermo,Ponzano di Fermo,3,1,3229504.35,1588641.4,1127706.47,1,0,109032
Marche,Fermo,Porto San Giorgio,1,1,398230.8,442519.05,442519.05,0,1,109033
Marche,Fermo,Porto Sant'Elpidio,8,5,1325719.5,641391.64999999991,749599.5,0,5,109034
Marche,Fermo,Rapagnano,12,8,3893947.7800000003,2682780.4900000002,2702214.02,2,5,109035
Marche,Fermo,Santa Vittoria in Matenano,55,37,25327429.960000001,19142345.34,13241151.02,13,22,109036
Marche,Fermo,Sant'Elpidio a Mare,40,27,24396486.220000003,20694285.620000001,13078086.73,11,16,109037
Marche,Fermo,Servigliano,61,49,25661887.640000001,19980684.780000001,14620582.1,15,31,109038
Marche,Fermo,Smerillo,36,30,13434633.15,11093404.76,6069458.5999999996,12,16,109039
Marche,Fermo,Torre San Patrizio,14,10,5495576.3799999999,4768297.1500000004,2500601.13,4,6,109040
