cup,cig,oggetto_gara,data_pubblicazione_gara,tipo_scelta_contraente,ente,aggiudicatario,cf_aggiudicatario,importo_base_asta,importo_aggiudicazione
C18E18000470001,8149600EA8,AFFIDAMENTO INDAGINI GEOGNOSTICHE RELATIVE ALL'INTERVENTO DI 'ADEGUAMENTO SISMICO DELLA PALESTRA SCUOLA MEDIA BASILIO SISTI ' - RIETI - CODICE OPERA SC_000009_2017,2019-12-20,AFFIDAMENTO DIRETTO,,,,14747.75,
C18E18000470001,8625899D07,AFFIDAMENTO INDAGINI GEOGNOSTICHE SUPPLEMENTARI L'INTERVENTO ADEGUAMENTO SISMICO DELLA PALESTRA SCUOLA MEDIA BASILIO SISTI - RIETI - CODICE OPERA: SC_000009_2017.,2021-03-04,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,,5416.03,
C18E18000470001,86500642A1,"AFFIDAMENTO INDAGINI GEOGNOSTICHE PER L'INTERVENTO DI MESSA IN SICUREZZA DI UN'AREA SOGGETTA AD INSTABILITÀ DI VERSANTE, NEL SETTORE SUD OCCIDENTALE DELLA FRAZIONE POGGIO CASOLI DEL COMUNE DI ACCUMOLI (RI) - DISS_M_028_2017",2021-03-15,AFFIDAMENTO DIRETTO,,SONDEDILE S.R.L.,00561630575,10938.41,9828.16
C18E18000470001,86797460FE,AFFIDAMENTO INDAGINI GEOGNOSTICHE SUPPLEMENTARI L'INTERVENTO 'ADEGUAMENTO SISMICO DELLA PALESTRA SCUOLA MEDIA BASILIO SISTI' - RIETI - CODICE OPERA: SC_000009_2017.,2021-03-24,AFFIDAMENTO DIRETTO,,,,5416.03,
C18E18000470001,89663913ED,AFFIDAMENTO DIRETTO INDAGINI GEOGNOSTICHE INTEGRATIVE RELATIVE ALL'ADEGUAMENTO SISMICO DELLA PALESTRA DELLA SCUOLA MEDIA BASILIO SISTI SITA NEL COMUNE DI RIETI - CODICE: SC_000009_2017 - ID ORD. 109/2020: 389,2021-11-08,AFFIDAMENTO DIRETTO,,,,7412.7,
C18E18000470001,ZAC26DC57F,PUBBLICAZIONE SU GURI DEL BANDO DI GARA PER L'AFFIDAMENTO DEI SERVIZI TECNICI DI ARCHITETTURA E INGEGNERIA INERENTI L'ADEGUAMENTO SISMICO DELLA PALESTRA DELLA SCUOLA MEDIA BASILIO SISTI SITA NEL COMUNE DI RIETI (SC_00009_2017),2019-01-24,AFFIDAMENTO DIRETTO,,,,600.0,
C18E18000470001,ZBD2F1F02C,"INDAGINI GEOGNOSTICHE SUPPLEMENTARI RELATIVE ALL?INTERVENTO DENOMINATO ?ADEGUAMENTO SISMICO PALESTRA SCUOLA MEDIA BASILIO SISTI DI RIETI (RI)?, ORD. N.56/2018 - SC_000009_2017",2020-11-06,AFFIDAMENTO DIRETTO,,,,3627.84,
C18E18000470001,ZC22CD64E8,SPESE PER SERVIZI DI PUBBLICITÀ LEGALE ESITO DI GARA PER AFFIDAMENTO DEI SERVIZI TECNICI RELATIVI ALL?INTERVENTO DI ?ADEGUAMENTO SISMICO DELLA PALESTRA SCUOLA MEDIA BASILIO SISTI? SITA IN RIETI (RI) - CODICE OPERA SC_000009_2017,2020-04-29,AFFIDAMENTO DIRETTO,,,,600.0,
C19J22002920001,9986070DA5,"AFFIDAMENTO DELSERVIZIO DI PROGETTAZIONE ESECUTIVA, DIREZIONE LAVORI E COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE PER I LAVORI DI RECUPERO E SISTEMAZIONE DI VICOLO DELL'ARCO E VIA DELLE MURA NELLA FRAZIONE DI PORCHIA - PROGRAMMA STRAORDINARIO DI RIGENERAZIONE URBANA CONNESSA AL SISMA ALL. A1-A2 - ORDINANZA N.137 DEL 29.03.2023 _ AFFIDAMENTO DIRETTO AI SENSI DEL DLGS 36/2023 ART.50 C. 1 LETT. B).",2023-09-04,AFFIDAMENTO DIRETTO,,,,26421.44,
C19J22002920001,B463A071A6,ORD.137/2023 - ID 7551 AFFIDAMENTO INCARICO PER INDAGINI GEOLOGICHE,2024-11-21,AFFIDAMENTO DIRETTO,,CAPPONI GIUSEPPE,****************,1800.0,1800.0
C24H18000400001,8448269420,INCARICO DI PROGETTAZIONE DI FATTIBILITÀ TECNICO-ECONOMICA COMPRESO COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE RELATIVO ALL'INTERVENTO DI 'CONSOLIDAMENTO E RISANAMENTO IDROGEOLOGICO E AMBIENTALE DEL CIMITERO DI RIVODUTRI (RI)',2020-10-15,AFFIDAMENTO DIRETTO,,SA.RO. PROGETTAZIONI S.R.L.,01680350566,5831.0,5685.66
C24H18000400001,8510112E92,'CONSOLIDAMENTO E RISANAMENTO IDROGEOLOGICO E AMBIENTALE DEL CIMITERO DI RIVODUTRI (RI)' CODICE DISS_M_031_2017 AFFIDAMENTO PER L'ESECUZIONE DELLE INDAGINI GEOGNOSTICHE,2020-11-11,AFFIDAMENTO DIRETTO,,,,7082.0,
C24H18000400001,8772595E65,AFFIDAMENTO AI SENSI DELL,2021-05-27,AFFIDAMENTO DIRETTO,,,,7109.2,
C24H18000400001,887691452B,"AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 1, COMMA 2, LETT. A DEL D.L. 76/2020, DEL SERVIZIO DI PROGETTAZIONE DEFINITIVA, PROGETTAZIONE ESECUTIVA, DIREZIONE LAVORI, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE DELL'INTERVENTO DI 'CONSOLIDAMENTO E RISANAMENTO IDROGEOLOGICO E AMBIENTALE DEL CIMITERO DI RIVODUTRI (RI)' DI CUI ALL'ORDINANZE COMMISSARIALI N. 56 DEL 10/05/2018, N. 67 DEL 12/09/2018 E N. 109 DEL 23/12/2020 - CODICE DISS_M_031_2017.",2021-08-26,AFFIDAMENTO DIRETTO,,SA.RO. PROGETTAZIONI S.R.L.,01680350566,47378.48,39996.91
C24H18000400001,9667586857,"LAVORI RELATIVI ALL'INTERVENTO DENOMINATO'RISANAMENTO IDROGEOLOGICO RIVODUTRI - CIMITERO', SITO NEL COMUNE DI RIVODUTRI (RI) CODICE DISS_M_031_2017",2023-04-20,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,F.LLI MARIANI S.R.L. A SOCIO UNICO,00976331009,255591.69,188159.04
C24H18000400001,A026143828,"05/12/22, 14:21 SIMOG - GESTIONE GARE HTTPS://SIMOG.ANTICORRUZIONE.IT/AVCP-SIMOGWEB/INSERISCILOTTO 2/6 INFORMAZIONI GARA E LOTTI GESTIONE DEI REQUISITI INFORMAZIONI GARA E LOTTI I N F O R M A Z I O N I S U L L A G A R A STAZIONE APPALTANTE DENOM.NE DELLA STAZIONE APPALTANTE COMPETENTE UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA 2016 DELLA REGIONE LAZIO CODICE FISCALE AMMINISTRAZIONE COMPETENTE 90076740571 CODICE AUSA 0000571645 CODICE UNIVOCO CENTRO DI COSTO EBA54DAA-515B-49ED-B50D-394D3826113D DENOMINAZIONE DEL CENTRO DI COSTO NELL'AMBITO DELLA STAZIONE APPALTANTE PIANIFICAZIONE URBANISTICA E RICOSTRUZIONE PUBBLICA RUP CHE HA IN CARICO LA GARA SRGLTZ63C60G763E NUMERO GARA 8834222 (DA UTILIZZARE IN SEDE DI VERSAMENTO DEL CONTRIBUTO DA PARTE DELLA SA) OGGETTO DELLA GARA AFFIDAMENTO DIRETTO, AI SENSI DELL'ART. 1, COMMA 2, LETT. A) DEL D.L.76/2020 E SS.MM.II., DEL SERVIZIO TECNICO DI COLLAUDATORE STATICO PER INTERVENTO DENOMINATO 'RISANAMENTO IDROGEOLOGICO RIVODUTRI- CIMITERO' SITO NEL COMUNE DI RIVODUTRI (",2023-11-04,AFFIDAMENTO DIRETTO,,,,5494.63,
C24H18000400001,B4E8485AD8,"AFFIDAMENTO DIRETTO, PER MODIFICA CONTRATTUALE AI SENSI DELL'ART. 106 CO. 1 LETT. C) DEL D.LGS. 50/2016 E SS.MM.II. RELATIVI AI LAVORI AGGIUNTIVI ALLA VARIANTE IN CORSO D'OPERA DELL'INTERVENTO DENOMINATO RISANAMENTO IDROGEOLOGICO RIVODUTRI-CIMITERO SITO NEL COMUNE DI RIVODUTRI (RI) - CODICE DISS_M_031_2017. CUP: C24H18000400001 u2013 CIG: 9667586857 u2013 CODICE INFRAMOB P23.0052-0206",2024-12-19,AFFIDAMENTO DIRETTO,,,,93579.52,93579.52
C24H18000400001,B6FFD01AB7,MODIFICA CONTRATTUALE AI SENSI DELL'ART. 106 CO. 1 LETT. C) DEL D.LGS. 50/2016 E SS.MM.II. RELATIVA ALLA VARIANTE IN CORSO D'OPERA PER IL SERVIZIO TECNICO DI COLLAUDATORE STATICO DELL'INTERVENTO DENOMINATO RISANAMENTO IDROGEOLOGICO RIVODUTRI-CIMITERO SITO NEL COMUNE DI RIVODUTRI (RI) - CODICE DISS_M_031_2017. CUP: C24H18000400001 u2013 CIG: A026143828 u2013 CIG AGGIUNTIVO: IN FASE DI ACQUISIZIONE - CODICE INFRAMOB P23.0052-0206,2025-05-23,AFFIDAMENTO DIRETTO,,M&AG ENGINEERING STUDIO ASSOCIATO SERVIZI DI INGEGNERIA GIOVANNELLI INGG. MARCO & ANDREA,01053400576,1517.28,1517.28
C24H18000400001,B7C7661C5B,"AFFIDAMENTO DIRETTO, PER MODIFICA CONTRATTUALE AI SENSI DELL'EX ART. 106 CO. 1 LETT. C) DEL D.LGS. 50/2016 E SS.MM.II. RELATIVI ALLA VARIANTE IN CORSO D'OPERA IN CORSO D'OPERA PER I SERVIZI TECNICI DI DIREZIONE LAVORI E CSE DELL'INTERVENTO DENOMINATO RISANAMENTO IDROGEOLOGICO RIVODUTRI-CIMITERO SITO NEL COMUNE DI RIVODUTRI (RI) - CODICE DISS_M_031_2017. CUP: C24H18000400001 u2013 CIG: 887691452B - CODICE INFRAMOB P23.0052-0206.",2025-07-28,AFFIDAMENTO DIRETTO,,,,7000.0,7000.0
C24H18000400001,Z0A2EB965A,INTERVENTO DI ?CONSOLIDAMENTO E RISANAMENTO IDROGEOLOGICO E AMBIENTALE DEL CIMITERO DI RIVODUTRI (RI)? DI CUI ALL'ORDINANZA N. 56 DEL 10/05/2018 E SS.MM.II. - CODICE DISS_M_031_2017,2020-10-12,AFFIDAMENTO DIRETTO,,,,1394.0,
C24H18000400001,Z4A3154C3D,"INCARICO DI REDAZIONE DELLA RELAZIONE GEOLOGICA RELATIVA ALLA PROGETTAZIONE DEFINITIVA DELL?INTERVENTO DI ?CONSOLIDAMENTO E RISANAMENTO IDROGEOLOGICO E AMBIENTALE DEL CIMITERO DI RIVODUTRI (RI)? DI CUI ALLE ORDINANZE COMMISSARIALI N. 56 DEL 10/05/2018, N. 67 DEL 12/09/2018 E N. 109 DEL 21/11/2020 - CODICE DISS_M_031_2017",2021-04-13,AFFIDAMENTO DIRETTO,,,,3498.0,
C24J17000150001,7653920697,SISTEMAZIONE DISSESTO IN LOCALITA' VENDITTO - COMUNE DI BORBONA,2018-10-16,PROCEDURA APERTA,,STUDIO BAFFO - SOCIETA' A RESPONSABILITA' LIMITATA,02136930563,36387.38,13886.88
C24J17000150001,8454203504,"PROCEDURA NEGOZIATA AI SENSI DELL'ART. 1, COMMA 2, LETT. B) DEL D.L. 76/2020, PREVIA PUBBLICAZIONE DI AVVISO PER MANIFESTAZIONE DI INTERESSE PER AFFIDAMENTO INTERVENTO DI CONTENIMENTO E MITIGAZIONE IDROGEOLOGICA DELL'OPERA DENOMINATA DISSESTO IN LOCALITA' VENDITTO - COMUNE DI BORBONA (RI) - DISS_OOPP_001061_2017",2020-11-25,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,PICIUCCHI SERGIO & FABRIZIO S.N.C.,00079440558,319053.96,220379.82
C24J17000150001,Z7B290E1F9,"INDAGINE DI MERCATO PER LA PRESENTAZIONE, DA PARTE DI OPERATORI ECONOMICI DI CUI ALL?ART. 45 DEL D. LGS. N. 50/2016, DELLA MANIFESTAZIONE DI INTERESSE PER L?AFFIDAMENTO PER L?ESECUZIONE DI INDAGINI GEOGNOSTICHE, PROVE PENETROMETRICHE DINAMICHE E GEOFISICHE DELL?AREA OGGETTO DELL?INTERVENTO DI ?CONSOLIDAMENTO VERSANTE SU CENTRO ABITATO IN LOCALITÀ VENDITTO - COMUNE DI BORBONA (RI).",2019-07-02,PROCEDURA DERIVANTE DA LEGGE REGIONALE,,,,12960.6,
C25J18000200004,8062875EEC,"O.C.S.R. N. 48/18, ART. 3 BIS-INTERVENTI A VALERE SUI FONDI DEGLI SMS SOLIDALI. ELIMINAZIONE DELLE BARRIERE ARCHITETTONICHE SU IMMOBILE COMUNALE EDIFICIO SCOLASTICO",2019-09-27,AFFIDAMENTO DIRETTO,,,,35855.59,
C25J18000220001,814976894D,AFFIDAMENTO SERVIZI TECNICI INTERVENTO BONIFICA DISSESTO IDROGEOLOGICO TRA VIA ROMA E GIARDINI DI MARZO A POGGIO BUSTONE (RI),2020-01-13,AFFIDAMENTO DIRETTO,,ST. ASS. PROGEST SPAZIANI T. P. BIANCHI,02292050602,25686.94,10898.97
C25J18000220001,8260551654,INDAGINI GEOLOGICHE DISSESTO TRA VIA ROMA E GIARDINI DI MARZO A POGGIO BUSTONE,2020-05-27,AFFIDAMENTO DIRETTO,,,,14254.78,
C25J18000220001,8817439CD6,BONIFICA DISSESTO IDROGEOLOGICO DELLA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO - NEL COMUNE DI POGGIO BUSTONE (RI),2021-08-27,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,SCAGLIONE COSTRUZIONI GENERALI S.R.L.,04298780653,123591.12,117971.79
C25J18000220001,B07E2BDC03,"AFFIDAMENTO DIRETTO AI SENSI DELL'ARTICOLO 50, COMMA 1, LETT. B), DEL D.LGS. N. 36/2023 DEL SERVIZIO DI PROGETTAZIONE DI FATTIBILITu00C0 TECNICO-ECONOMICA, PROGETTAZIONE ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, DIREZIONE LAVORI E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE, RELATIVA AI LAVORI DI COMPLETAMENTO PER L'INTERVENTO DENOMINATO BONIFICA DISSESTO IDROGEOLOGICO INTERESSANTE LA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO, NEL COMUNE DI POGGIO BUSTONE (RI)",2024-02-21,AFFIDAMENTO DIRETTO,,,,7701.7,7701.7
C25J18000220001,B31DBE4A27,"AFFIDAMENTO DIRETTO AI SENSI DELL'ARTICOLO 50, COMMA 1, LETT. A), DEL D.LGS. N. 36/2023 PER L'ESECUZIONE DEI LAVORI DI COMPLETAMENTO PER L'INTERVENTO DENOMINATO BONIFICA DISSESTO IDROGEOLOGICO INTERESSANTE LA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO, NEL COMUNE DI POGGIO BUSTONE (RI), RICOMPRESO TRA LE OPERE DI CUI ALL'ORDINANZA N. 109/2020.CUP C25J18000220001 - CODICE INTERVENTO: P23.0052-0223",2024-09-23,AFFIDAMENTO DIRETTO,,,,19972.05,19972.05
C25J18000220001,B558C45E37,"LAVORI DI COMPLETAMENTO PER L'INTERVENTO DENOMINATO BONIFICA DISSESTO IDROGEOLOGICO INTERESSANTE LA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO, NEL COMUNE DI POGGIO BUSTONE (RI), RICOMPRESO TRA LE OPERE DI CUI ALL'ORDINANZA N. 109/2020. VARIANTE IN CORSO D'OPERA.",2025-01-27,AFFIDAMENTO DIRETTO,,,,5113.72,5113.72
C25J18000220001,Z33299C6D3,SERVIZI TECNICI PER LA BONIFICADEL DISSESTO IDROGEOLOGICO TRA VIA ROMA EW PARCO GIARDINI DI MARZO A POGGIO BUSTONE,2019-09-12,AFFIDAMENTO DIRETTO,,,,27692.66,
C25J18000220001,Z77318A588,INDAGINI E SAGGI STRUTTURALI  PER L'INTERVENTO DI BONIFICADEL DISSESTO IDROGEOLOGICO TRA VIA ROMA E PARCO GIARDINI DI MARZO A POGGIO BUSTONE,2021-04-28,AFFIDAMENTO DIRETTO,,,,3746.38,
C25J18000220001,Z903C781B0,"AFFIDAMENTO DIRETTO AI SENSI DELL?ARTICOLO 50, COMMA 1, LETT. B), DEL D.LGS. N. 36/2023 DEL SERVIZIO DI DIREZIONE ED ESECUZIONE DELLE OPERAZIONI DI MOVIMENTAZIONE, IMBALLAGGIO E TRASPORTO DI BENI CULTURALI, AFFERENTE AI LAVORI DI COMPLETAMENTO PER L?INTERVENTO DENOMINATO ?BONIFICA DISSESTO IDROGEOLOGICO INTERESSANTE LA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO?, NEL COMUNE DI POGGIO BUSTONE (RI)",2023-09-15,AFFIDAMENTO DIRETTO,,,,1200.0,
C25J18000220001,Z923C62724,"AFFIDAMENTO DIRETTO AI SENSI DELL?ARTICOLO 50, COMMA 1, LETT. A), DEL D.LGS. N. 36/2023 DEI LAVORI DI COMPLETAMENTO AFFERENTI ALL?INTERVENTO DENOMINATO ?BONIFICA DISSESTO IDROGEOLOGICO INTERESSANTE LA STRADA COMUNALE VIA ROMA E IL PARCO PUBBLICO GIARDINI DI MARZO?, NEL COMUNE DI POGGIO BUSTONE (RI)",2023-09-07,AFFIDAMENTO DIRETTO,,,,8309.78,
C25J18000220001,ZD033FABFC,"AFFIDAMENTO DIRETTO, AI SENSI DELL?ART. 1, COMMA 2, LETT. A) DEL D.L.76/2020 E SS.MM.II., DEL SERVIZIO TECNICO DI COLLAUDATORE STATICO IN CORSO D?OPERA DELL?INTERVENTO DI ?BONIFICA DEL DISSESTO IDROGEOLOGICO DELLA STRADA COMUNALE VIA ROMA E DEL PARCO PUBBLICO GIARDINI DI MARZO? DEL CAPOLUOGO DI POGGIO BUSTONE (RI) - CODICE OPERA: DISS_M_024_02_2018",2021-11-18,AFFIDAMENTO DIRETTO,,,,3578.95,
C27B20000610001,8700713780,"SISMA 2016 - ORDINANZA DEL COMMISSARIO STRAORDINARIO N. 37 DEL 08/09/2017 - AFFIDAMENTO DIRETTO, AI SENSI DELL'ART. 1 COMMA 2, LETT. A-BIS), DEL DECRETO LEGGE 16 LUGLIO 2020, N. 76, DEI SERVIZI DI ARCHITETTURA ED INGEGNERIA (PROGETTAZIONE DEFINITIVA - ESECUTIVA), COORDINAMENTO SICUREZZA IN FASE DI PROGETTAZIONE, DIREZIONE LAVORI, CONTABILITÀ LAVORI E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE, INERENTE I LAVORI DI 'COSTRUZIONE PALESTRA COMUNALE CON ANNESSI SERVIZI - ID OPERA N. 1739 - [CODICE FASCICOLO: 490.20.10/2018/OPSUAM/59]",2021-04-14,AFFIDAMENTO DIRETTO,,RUGHINI MARCO,****************,86884.47,71245.27
C27B20000610001,8714993FB8,"AFFIDAMENTO DIRETTO, AI SENSI DELL'ART. 1 COMMA 2, LETT. A-BIS), DEL DECRETO LEGGE 16 LUGLIO 2020, N. 76, DEI SERVIZI DI ARCHITETTURA ED INGEGNERIA (RELAZIONE GEOLOGICA SPECIALISTICA), INERENTE I LAVORI DI 'COSTRUZIONE PALESTRA COMUNALE CON ANNESSI SERVIZI - ID OPERA N. 1739 - [CODICE FASCICOLO: 490.20.10/2018/OPSUAM/59]' PER UN IMPORTO LAVORI PARI A ? 515.000,00 (IVA ESCLUSA)",2021-04-19,AFFIDAMENTO DIRETTO,,,,13143.19,
C27B20000610001,B1B296F94D,ORDINANZA SPECIALE N. 31/2021 ALL. 2 (EX 37/2017) E S.M.I. - ID INTERVENTO N.547 - LAVORI DI REALIZZAZIONE PALESTRA COMUNALE CON ANNESSI SERVIZI,2024-05-29,PROCEDURA APERTA,,,,845113.99,681587.72
C27B20000610001,B55DFD20FE,"AFFIDAMENTO DIRETTO, AI SENSI DELL'ART.50, COMMA 1, LETT. B) DEL D.LGS. N.36/2023, DEI SERVIZI DI ARCHITETTURA E INGEGNERIA (COLLAUDO STATICO DELLE STRUTTURE) INERENTE I LAVORI DI COSTRUZIONE PALESTRA COMUNALE CON ANNESSI SERVIZI",2025-01-28,AFFIDAMENTO DIRETTO,,,,9275.8,9275.8
C28C17000210001,7684069655,INTERVENTO DI CONSOLIDAMENTO DEL DISSESTO DELLA SEDE STRADALE DELL,2018-12-12,PROCEDURA APERTA,,,,66116.34,
C28C17000210001,8234901747,"AFFIDAMENTO INDAGINI GEOGNOSTICHE PER L'INTERVENTO DI CONSOLIDAMENTO DISSESTO SEDE STRADALE, DELL'OPERA DENOMINATA VIA CASTELLINE NEL COMUNE DI BORBONA (RI)",2020-03-03,AFFIDAMENTO DIRETTO,,,,14069.12,
C28C17000210001,869615454C,CONSOLIDAMENTO DISSESTO STRADALE DI VIA CASTELLINE A BORBONA (RI),2021-09-19,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,COSTRUZIONI L. AMENDOLA - S.R.L.,03059970651,431800.0,363031.0
C28C17000210001,Z3D3824CCC,SERVIZIO DI COLLAUDO STATICO VIA CASTELLINE,2022-10-13,AFFIDAMENTO DIRETTO,,,,5135.42,
C28E18000030003,B3FB50743D,SERVIZI DI CONSULENZA PER LA DIAGNOSI ENERGETICA ANTE/POST OPERAM,2024-10-25,AFFIDAMENTO DIRETTO,,,,5980.0,15980.0
C28E18000030003,Z2D2C559F6,INDAGINI GEOTECNICHE PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E. MATTEI DI AMANDOLA,2020-03-05,AFFIDAMENTO DIRETTO,,,,1340.0,
C28E18000030003,Z3E399072B,INCARICO PROFESSIONALE RELATIVO ALLE ATTIVITu00C0u2019 DI VERIFICA DEL PROGETTO DEFINITIVO-ESECUTIVO DELLu2019 INTERVENTO DI ADEGUAMENTO SISMICO DELL'EDIFICIO SEDE DELL'I.T.C. E. MATTEI DI AMANDOLA (FM) AI FINI DELLA VALIDAZIONE - ART. 26 D.LGS. 50/2016,2023-01-19,AFFIDAMENTO DIRETTO,,,,21974.66,
C28E18000030003,Z40311E9C0,INCARICO PROFESSIONALE RELATIVO ALLE ATTIVITÀ? DI VERIFICA EX ART. 26 DEL D.LGS. 50/2016 E SS.MM.II. DEL PROGETTO DEFINITIVO-ESECUTIVO DELL'INTERVENTO DENOMINATO LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E. MATTEI DI AMANDOLA,2021-03-24,AFFIDAMENTO DIRETTO,,,,19514.23,
C28E18000030003,Z8B29D25D3,INCARICO PROFESSIONALE PROGETTAZIONE STRUTTURALE INERENTE I LAVORI DI ADEGUAMENTO SISMICO DELLu2019ISTITUTO TECNICO COMMERCIALE u201CE. MATTEIu201D DI AMANDOLA,2019-09-19,AFFIDAMENTO DIRETTO,,,,39934.93,
C28E18000030003,ZB13626C3F,INCARICO TECNICO PER LA RELAZIONE E LA DIAGNOSI ENERGETICA IN FASE DI PROGETTAZIONE DEI LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E. MATTEI AMANDOLA,2022-04-27,AFFIDAMENTO DIRETTO,,,,6152.47,
C28E18000030003,ZBC2C55A44,SAGGI E SONDAGGI PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E. MATTEI DI AMANDOLA,2020-03-05,AFFIDAMENTO DIRETTO,,,,2210.55,
C28E18000030003,ZE52C5598D,INDAGINI ENDOSCOPICHE E TERMOGRAFICHE PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E. MATTEI DI AMANDOLA,2020-03-05,AFFIDAMENTO DIRETTO,,,,13852.0,
C29G18000140001,832660322B,INTERVENTO DI CONSOLIDAMENTO DELL,2020-10-20,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,OELKER ALBERTO,****************,73520.03,34995.53
C29G18000140001,8602282BAA,"AFFIDAMENTO DELLE INDAGINI GEOGNOSTICHE AI SENSI DELL'ART. 1, COMMA 2, LETT. A) DEL D.L. N. 76/2020 PER LAVORI DI MESSA IN SICUREZZA DEL DISSESTO GEOLOGICO DELLA PIAZZA BELVEDERE NELLA FRAZIONE DI APOLEGGIA COMUNE DI RIVODUTRI (RI).",2021-01-20,AFFIDAMENTO DIRETTO,,SO.T.EC. S.R.L.,04295961009,8538.5,7514.73
C29G18000140001,9313367195,"AFFIDAMENTO DEI LAVORI RELATIVI ALL'INTERVENTO DI CONSOLIDAMENTO DELL'AREA DI PIAZZA BELVEDERE NELLA FRAZIONE DI APOLEGGIA NEL COMUNE DI RIVODUTRI (RI), CODICE OPERA: DISS_M_031_2018.",2022-09-15,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,FRATELLI DI MENNA & FIGLI - SOCIETA' A RESPONSABILITA' LIMITATA,00319070942,323410.37,307581.4
C29G18000140001,9485627B05,"AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 1, COMMA 2, LETT. A) DEL D.L. 76/2020 E SS.MM.II., DELL'INCARICO DI COLLAUDATORE STATICO IN CORSO D'OPERA PER L'INTERVENTO DI 'CONSOLIDAMENTO DELL'AREA DI PIAZZA BELVEDERE NELLA FRAZIONE DI APOLEGGIA' NEL COMUNE DI RIVODUTRI (RI), CODICE OPERA: DISS_M_031_2018.",2022-11-11,AFFIDAMENTO DIRETTO,,,,5469.93,
C29G18000140001,Z443161594,ESECUZIONE DELLE PROVE SULLE STRUTTURE E SUI MATERIALI RELATIVE ALL?INTERVENTO DI CONSOLIDAMENTO DELL'AREA DI PIAZZA BELVEDERE NELLA FRAZIONE DI APOLEGGIA NEL COMUNE DI RIVODUTRI (RI) - CODICE: DISS_M_031_2018.,2021-04-15,AFFIDAMENTO DIRETTO,,,,2410.16,
C31B18000890002,9937171CEA,AFFIDAMENTO SERVIZI DI PROGETTAZIONE - INTERVENTO DI DEMOLIZIONE E RICOSTRUZIONE FABBRICATO AD USO RICOVERO ATTREZZI DEPOSITO CON ELEMENTI MURARI PERIMETRALI DI TAMPONATURA SITO IN LOC. CERRETO,2023-06-30,AFFIDAMENTO DIRETTO,,,,20295.53,
C31B18000900002,993704441F,AFFIDAMENTO SERVIZI DI PROGETTAZIONE - INTERVENTO DI DEMOLIZIONE E RICOSTRUZIONE FABBRICATO AD USO RICOVERO ATTREZZI DEPOSITO CON ELEMENTI MURARI PERIMETRALI DI TAMPONATURA SITO IN LOC. PANTANETO,2023-06-30,AFFIDAMENTO DIRETTO,,,,20295.53,
C31B21002510001,89806857B4,PROGETTAZIONE E COORDINAMENTO DELLA SICUREZZA RELATIVI ALL'INTERVENTO DI 'ADEGUAMENTO SISMICO DELLA SCUOLA PRIMARIA CAGNUCCI - VIA NAPOLI',2021-11-15,AFFIDAMENTO DIRETTO,,CURZI MARCO,02611510427,135015.26,118138.35
C31B21002510001,A0160389CD,AFFIDAMENTO DIRETTO LAVORI DI ADEGUAMENTO SISMICO SCUOLA CAGNUCCI,2023-09-28,AFFIDAMENTO DIRETTO,,GIACOBETTI MAURIZIO IMPRESA DI COSTRUZIONI SRL UNIPERSONALE,02224560447,1777024.47,1675867.38
