n,data,codice_regione,nome_corretto,complessivo_numero_asseverazioni,complessivo_totale_investimenti_amessi,complessivo_importo_lavori_ammessi,edifici_condomini_numero_asseverazioni,edifici_condomini_totale_investimenti_amessi,edifici_condomini_importo_lavori_ammessi,edifici_unifamiliari_numero_asseverazioni,edifici_unifamiliari_totale_investimenti_amessi,edifici_unifamiliari_importo_lavori_ammessi,unita_indipendenti_numero_asseverazioni,unita_indipendenti_totale_investimenti_amessi,unita_indipendenti_importo_lavori_ammessi,castelli_aperti_numero_asseverazioni,castelli_aperti_totale_investimenti_amessi,castelli_aperti_importo_lavori_ammessi,nome_sorgente
1,2023-06-30,13,Abruzzo,11381,2625354433.71,2032214744.80,2479,1647335723.32,1156729361.32,6679,762534357.36,679529232.58,2223,215484353.03,195956150.90,,,,Abruzzo
2,2023-06-30,17,Basilicata,4342,1059919535.19,870340599.79,1103,684517772.94,543596265.48,2484,296521396.96,256844345.99,754,78816825.68,69872960.71,1,63539.61,27027.61,Basilicata
3,2023-06-30,18,Calabria,13343,2463176392.33,1962274860.76,1980,1158273879.38,828956630.00,8165,974354183.37,842226184.75,3198,330548329.58,291092046.01,,,,Calabria
4,2023-06-30,15,Campania,23133,5674214284.30,4070256499.30,5382,3536374028.69,2253346703.74,14112,1751496150.93,1478156855.76,3639,386344104.68,338752939.80,,,,Campania
5,2023-06-30,08,Emilia-Romagna,36409,7203995838.91,6105651739.26,7399,4273064507.69,3355141317.58,18244,1960522803.23,1827024886.88,10766,970408527.99,923485534.80,,,,Emilia-Romagna
6,2023-06-30,06,Friuli-Venezia Giulia,11892,1834692940.50,1552784961.98,1241,800033493.66,594297526.21,7583,789973825.53,732366227.23,3068,244685621.31,226121208.54,,,,Friuli-Venezia Giulia
7,2023-06-30,12,Lazio,33245,6962575386.91,5270952057.11,4855,3866094018.10,2532307051.68,17450,2023891266.56,1770704187.44,10939,1072501548.28,967852264.02,1,88553.97,88553.97,Lazio
8,2023-06-30,07,Liguria,6365,1399929730.22,1021456949.55,1545,909104142.23,577142890.54,3358,361824759.56,326177674.91,1462,129000828.43,118136384.10,,,,Liguria
9,2023-06-30,03,Lombardia,66258,14541161990.83,12126483977.68,11866,8483909093.00,6455679939.71,33395,3879528305.80,3606389540.89,20996,2177636871.96,2064326777.01,1,87720.07,87720.07,Lombardia
10,2023-06-30,11,Marche,10742,2104854619.99,1708619371.29,2430,1255930606.24,929387820.57,5259,573074164.44,521763799.92,3053,275849849.31,257467750.80,,,,Marche
11,2023-06-30,14,Molise,2536,507655750.47,391099948.30,469,275642810.92,190427934.27,1520,181094454.23,155245675.61,547,50918485.32,45426338.42,,,,Molise
12,2023-06-30,01,Piemonte,30169,5847528548.25,4859497965.66,5245,3053761218.32,2270044167.09,20276,2367463913.39,2191073812.10,4645,425703698.02,397858262.96,3,599718.52,521723.51,Piemonte
13,2023-06-30,16,Puglia,24230,4241928187.47,3451880523.99,2581,1884619027.06,1368812575.38,17467,1938712856.20,1719336523.82,4182,418596304.21,363731424.79,,,,Puglia
14,2023-06-30,20,Sardegna,14400,2307849905.82,1878126493.09,927,732122254.49,533454306.39,10359,1243597406.07,1058095246.16,3114,332130245.26,286576940.54,,,,Sardegna
15,2023-06-30,19,Sicilia,26332,4929035403.99,3879420025.75,3843,2408627567.81,1699722648.29,18310,2107168173.73,1805888582.37,4179,413239662.45,373808795.09,,,,Sicilia
16,2023-06-30,09,Toscana,33186,4851592833.90,4101247918.07,4035,1942167204.00,1440131691.22,16276,1745708348.46,1584860830.60,12875,1163717281.44,1076255396.25,,,,Toscana
17,2023-06-30,04,Trentino-Alto Adige/Südtirol,8642,1920286180.55,1674242406.73,3712,1372185599.06,1146693589.24,3539,414587441.23,398662772.76,1391,133513140.26,128886044.73,,,,Trentino-Alto-Adige
18,2023-06-30,10,Umbria,7277,1434117206.43,1160279900.65,1437,807472203.78,595291176.01,4007,452222461.02,404076531.47,1833,174422541.63,160912193.17,,,,Umbria
19,2023-06-30,02,Valle d'Aosta/Vallée d'Aoste,990,257382559.53,211626671.15,415,198808642.50,155834621.02,451,47826706.97,45332357.70,124,10747210.06,10459692.43,,,,Valle d'Aosta
20,2023-06-30,05,Veneto,52315,7782122683.01,6764992402.26,4534,2789490975.49,2108455617.74,26143,2941225051.00,2727055254.84,21638,2051406656.52,1929481529.68,,,,Veneto
1,2023-07-31,13,Abruzzo,11543,2721117356.91,2116501512.97,2611,1739790275.24,1232142410.93,6705,765329100.80,686652820.76,2227,215997980.87,197706281.28,,,,Abruzzo
2,2023-07-31,17,Basilicata,4398,1089229997.63,901632155.78,1154,713320447.62,572031074.96,2487,296921593.97,259063401.41,756,78924416.43,70510651.80,1,63539.61,27027.61,Basilicata
3,2023-07-31,18,Calabria,13498,2541712194.11,2042102681.53,2108,1232998365.62,895863764.25,8189,977717201.76,851890973.41,3201,330996626.73,294347943.87,,,,Calabria
4,2023-07-31,15,Campania,23500,5906218831.58,4270309027.62,5673,3757519603.03,2423678071.39,14179,1761296366.39,1503860411.48,3648,387402862.16,342770544.75,,,,Campania
5,2023-07-31,08,Emilia-Romagna,36924,7511270389.68,6372884545.09,7791,4568529086.16,3598867904.91,18338,1969759352.70,1844844493.85,10795,972981950.82,929172146.33,,,,Emilia-Romagna
6,2023-07-31,06,Friuli-Venezia Giulia,12004,1912802026.99,1615684678.52,1327,875402612.00,650586163.43,7601,792048601.35,737001364.49,3076,245350813.64,228097150.60,,,,Friuli-Venezia Giulia
7,2023-07-31,12,Lazio,33598,7243168422.12,5501838914.13,5135,4137497262.43,2736938562.52,17506,2030858960.47,1789575690.41,10956,1074723645.25,975236107.23,1,88553.97,88553.97,Lazio
8,2023-07-31,07,Liguria,6502,1507988776.23,1105677107.28,1674,1016636255.18,657053292.46,3366,362432534.33,329630932.52,1462,128919986.72,118992882.30,,,,Liguria
9,2023-07-31,03,Lombardia,67094,15280406881.36,12762371853.76,12566,9206006937.77,7051347382.60,33491,3892393564.86,3633454234.94,21036,2181918658.66,2077482516.15,1,87720.07,87720.07,Lombardia
10,2023-07-31,11,Marche,10904,2174919650.46,1775308703.19,2547,1320399445.53,985741752.35,5288,577002933.67,528892261.58,3069,277517271.26,260674689.26,,,,Marche
11,2023-07-31,14,Molise,2563,530439985.24,412473606.85,491,297727874.56,209140387.56,1526,181795588.84,157729824.23,546,50916521.84,45603395.06,,,,Molise
12,2023-07-31,01,Piemonte,30563,6088685868.52,5066674083.12,5560,3284067895.76,2451763910.80,20350,2377429141.63,2214602136.10,4650,426589112.61,399786312.71,3,599718.52,521723.51,Piemonte
13,2023-07-31,16,Puglia,24455,4363906122.66,3577332032.82,2739,1997581357.55,1469524164.78,17516,1946079223.50,1739845546.29,4200,420245541.61,367962321.75,,,,Puglia
14,2023-07-31,20,Sardegna,14499,2352167317.88,1929325153.38,972,769681891.07,566733361.40,10406,1249424668.84,1072848443.79,3121,333060757.97,289743348.19,,,,Sardegna
15,2023-07-31,19,Sicilia,26563,5041641259.69,4008490147.19,3997,2511671210.44,1804195831.54,18385,2116289366.45,1827355237.17,4181,413680682.80,376939078.48,,,,Sicilia
16,2023-07-31,09,Toscana,33499,4985446437.30,4242406599.29,4253,2065676839.25,1555218274.50,16329,1752238861.50,1601466028.63,12917,1167530736.55,1085722296.16,,,,Toscana
17,2023-07-31,04,Trentino-Alto Adige/Südtirol,8737,1982050522.02,1729258921.84,3797,1433037466.10,1199317340.09,3546,415355706.31,400061851.38,1394,133657349.61,129879730.37,,,,Trentino-Alto-Adige
18,2023-07-31,10,Umbria,7383,1475070091.34,1207631984.35,1520,845301347.91,635097203.07,4027,454906366.20,410043624.70,1836,174862377.23,162491156.58,,,,Umbria
19,2023-07-31,02,Valle d'Aosta/Vallée d'Aoste,1014,271332378.18,223503249.40,438,212579677.40,167389257.74,452,48002923.75,45590340.46,124,10749777.03,10523651.20,,,,Valle d'Aosta
20,2023-07-31,05,Veneto,52754,8017358369.87,6993229840.92,4822,3005913157.38,2299880432.98,26255,2955634107.78,2752125828.19,21677,2055811104.71,1941223579.75,,,,Veneto
1,2023-08-31,13,Abruzzo,11661,2793970455.47,2175479403.76,2708,1810137981.50,1283853347.51,6724,767714682.08,692887531.61,2229,216117791.89,198738524.64,,,,Abruzzo
2,2023-08-31,17,Basilicata,4446,1119341547.95,927439781.05,1196,742830234.53,595716777.67,2491,297311084.41,260475101.16,758,79136689.40,71220874.61,1,63539.61,27027.61,Basilicata
3,2023-08-31,18,Calabria,13610,2612704566.89,2096756351.51,2206,1302161205.13,942489924.59,8202,979352208.34,857869101.08,3202,331191153.42,296397325.84,,,,Calabria
4,2023-08-31,15,Campania,23755,6044992162.27,4378070367.87,5888,3890613458.77,2514586869.66,14214,1766451644.17,1518158054.69,3653,387927059.33,345325443.52,,,,Campania
5,2023-08-31,08,Emilia-Romagna,37300,7762136943.31,6584908520.37,8109,4813281698.73,3795848732.72,18384,1975003599.01,1856632524.45,10807,973851645.57,932427263.20,,,,Emilia-Romagna
6,2023-08-31,06,Friuli-Venezia Giulia,12092,1975537093.63,1663010292.24,1385,934555371.49,691964473.17,7625,794954440.27,741759518.09,3082,246027281.87,229286300.98,,,,Friuli-Venezia Giulia
7,2023-08-31,12,Lazio,33868,7462514312.57,5657173973.95,5361,4351677845.09,2875907648.91,17541,2035940413.74,1802293418.77,10965,1074807499.77,978884352.30,1,88553.97,88553.97,Lazio
8,2023-08-31,07,Liguria,6590,1559958912.98,1152771689.59,1749,1066712120.76,699954661.02,3376,363854557.89,333190421.48,1465,129392234.33,119626607.09,,,,Liguria
9,2023-08-31,03,Lombardia,67623,15676877774.33,13125463128.44,12995,9591055315.03,7388258703.20,33557,3900426728.62,3651227371.44,21070,2185308010.61,2085889333.73,1,87720.07,87720.07,Lombardia
10,2023-08-31,11,Marche,11021,2231396847.54,1818572016.72,2645,1374859284.09,1022482686.81,5299,578333280.60,533326224.86,3077,278204282.85,262763105.05,,,,Marche
11,2023-08-31,14,Molise,2588,543273975.73,422188352.86,513,310291542.88,217836404.64,1528,181999398.04,158444440.04,547,50983034.81,45907508.18,,,,Molise
12,2023-08-31,01,Piemonte,30796,6198395541.27,5181921450.80,5756,3388745458.99,2551189159.25,20382,2381958392.43,2228947744.22,4655,427091971.33,401262823.82,3,599718.52,521723.51,Piemonte
13,2023-08-31,16,Puglia,24570,4432243878.33,3651245638.63,2828,2062593918.35,1529298657.49,17539,1948777790.94,1751309492.02,4203,420872169.04,370637489.12,,,,Puglia
14,2023-08-31,20,Sardegna,14564,2382701607.63,1955271577.83,997,795022513.94,579038805.84,10437,1253372208.99,1084524842.54,3130,334306884.70,291707929.45,,,,Sardegna
15,2023-08-31,19,Sicilia,26758,5131671148.35,4093503142.72,4142,2594995845.16,1872881061.74,18431,2122130602.64,1841385180.49,4185,414544700.55,379236900.49,,,,Sicilia
16,2023-08-31,09,Toscana,33690,5061049124.67,4318999783.88,4381,2133188370.93,1613939531.07,16369,1757741824.13,1613583669.69,12940,1170118929.61,1091476583.12,,,,Toscana
17,2023-08-31,04,Trentino-Alto Adige/Südtirol,8823,2037541992.19,1774261345.61,3875,1487614537.34,1241796597.00,3554,416254193.01,402156453.96,1394,133673261.84,130308294.65,,,,Trentino-Alto-Adige
18,2023-08-31,10,Umbria,7468,1510174246.28,1242327362.55,1589,878244188.41,665194426.41,4042,456948706.46,413733538.47,1837,174981351.41,163399397.67,,,,Umbria
19,2023-08-31,02,Valle d'Aosta/Vallée d'Aoste,1025,279542392.03,229829684.14,447,220575738.55,173448535.07,454,48216876.45,45857497.87,124,10749777.03,10523651.20,,,,Valle d'Aosta
20,2023-08-31,05,Veneto,53103,8185769205.20,7152318135.61,5067,3160895802.55,2430645760.44,26324,2965540784.21,2770909764.40,21712,2059332618.44,1950762610.77,,,,Veneto
1,2023-09-30,13,Abruzzo,11825,2888688888.21,2260733545.24,2855,1903089040.89,1363507329.79,6738,769293699.79,697462458.83,2232,216306147.53,199763756.62,,,,Abruzzo
2,2023-09-30,17,Basilicata,4534,1174267687.80,976745755.99,1277,797185156.31,640455022.96,2497,297863923.58,264188275.19,759,79155068.30,72075430.23,1,63539.61,27027.61,Basilicata
3,2023-09-30,18,Calabria,13783,2693703446.90,2181294744.55,2352,1379944582.13,1017694788.57,8226,982138479.53,865168408.51,3205,331620385.24,298431547.47,,,,Calabria
4,2023-09-30,15,Campania,24230,6311077138.82,4591877486.48,6310,4149098044.43,2707721329.93,14258,1772896480.48,1535142660.61,3662,389082613.91,349013495.94,,,,Campania
5,2023-09-30,08,Emilia-Romagna,37852,8068163184.39,6878489303.23,8578,5110169798.75,4070712326.48,18445,1982059823.72,1870207258.39,10829,975933561.92,937569718.36,,,,Emilia-Romagna
6,2023-09-30,06,Friuli-Venezia Giulia,12222,2069027969.73,1743218492.56,1478,1023612578.54,764800963.38,7658,798886718.34,747765513.41,3086,246528672.85,230652015.77,,,,Friuli-Venezia Giulia
7,2023-09-30,12,Lazio,34321,7758025025.31,5916168677.24,5746,4639660529.18,3111931809.97,17592,2041420595.75,1818871806.56,10982,1076855346.41,985276506.74,1,88553.97,88553.97,Lazio
8,2023-09-30,07,Liguria,6716,1640681804.02,1217424428.32,1856,1145762888.96,760738282.31,3387,364974250.71,336037943.38,1473,129944664.35,120648202.63,,,,Liguria
9,2023-09-30,03,Lombardia,68454,16318489629.28,13709597248.70,13698,10217097658.86,7937803910.82,33642,3911764210.12,3676269503.68,21112,2189450540.10,2095408473.13,2,177220.20,115361.07,Lombardia
10,2023-09-30,11,Marche,11218,2321852172.43,1898244603.28,2803,1460922094.76,1093897755.55,5327,581602485.67,539619304.35,3088,279327592.00,264727543.38,,,,Marche
11,2023-09-30,14,Molise,2638,566938954.18,442238821.54,555,333192231.29,235829975.49,1536,182770566.45,160310351.82,547,50976156.44,46098494.23,,,,Molise
12,2023-09-30,01,Piemonte,31167,6405967881.73,5374398578.12,6068,3589540846.64,2724933718.52,20427,2387502476.61,2244851081.74,4669,428324839.96,404092054.35,3,599718.52,521723.51,Piemonte
13,2023-09-30,16,Puglia,24834,4594357229.15,3807302827.03,3035,2217142942.62,1660268774.24,17583,1954933636.21,1772295182.11,4216,422280650.32,374738870.68,,,,Puglia
14,2023-09-30,20,Sardegna,14662,2431392124.85,2003853181.89,1058,838796226.65,614549359.53,10469,1257873250.00,1095644024.42,3135,334722648.20,293659797.94,,,,Sardegna
15,2023-09-30,19,Sicilia,27025,5270390711.81,4246336540.30,4365,2730192692.62,2002481494.33,18469,2125107854.86,1861792489.94,4191,415090164.33,382062556.03,,,,Sicilia
16,2023-09-30,09,Toscana,33999,5208052994.33,4461283158.47,4614,2272137732.32,1736451739.11,16414,1762720438.18,1625331664.30,12971,1173194823.83,1099499755.06,,,,Toscana
17,2023-09-30,04,Trentino-Alto Adige/Südtirol,8937,2089202883.12,1825371842.02,3980,1538374669.08,1290944766.36,3560,416904322.27,403551642.79,1397,133923891.77,130875432.87,,,,Trentino-Alto-Adige
18,2023-09-30,10,Umbria,7585,1564030457.65,1295943359.93,1684,929557517.51,712092105.73,4056,458866062.75,418905992.18,1845,175606877.39,164945262.02,,,,Umbria
19,2023-09-30,02,Valle d'Aosta/Vallée d'Aoste,1047,296378710.01,242870613.29,468,237206602.62,186123549.46,455,48422330.36,46223412.63,124,10749777.03,10523651.20,,,,Valle d'Aosta
20,2023-09-30,05,Veneto,53612,8500158450.14,7427443070.80,5480,3462932997.59,2675832306.08,26388,2974093312.69,2790951885.43,21744,2063132139.86,1960658879.29,,,,Veneto
1,2023-10-31,13,Abruzzo,12114,3054582467.29,2413630928.42,3116,2065346672.63,1506785573.44,6762,772561516.03,705047157.35,2236,216674278.63,201798197.63,,,,Abruzzo
2,2023-10-31,17,Basilicata,4679,1260912118.80,1051013179.97,1411,882458134.35,710447278.03,2508,299198523.60,267873203.04,759,79191921.24,72665671.29,1,63539.61,27027.61,Basilicata
3,2023-10-31,18,Calabria,14021,2805989193.13,2294605540.12,2561,1488887865.97,1119109456.80,8244,984483243.45,874435590.00,3216,332618083.71,301060493.32,,,,Calabria
4,2023-10-31,15,Campania,24954,6688505471.40,4901438375.18,6945,4514258902.24,2987777318.91,14335,1783711275.36,1559663992.42,3674,390535293.80,353997063.85,,,,Campania
5,2023-10-31,08,Emilia-Romagna,38547,8481192374.76,7288914406.21,9209,5515034269.78,4461790947.39,18508,1989774587.49,1886402518.06,10830,976383517.49,940720940.76,,,,Emilia-Romagna
6,2023-10-31,06,Friuli-Venezia Giulia,12371,2157068537.59,1824429706.23,1598,1108431382.63,837996051.05,7680,801686118.55,754456788.51,3093,246951036.41,231976866.67,,,,Friuli-Venezia Giulia
7,2023-10-31,12,Lazio,34815,8114530776.09,6252750796.68,6216,4991671964.70,3423745560.91,17613,2045491422.03,1836697552.34,10985,1077278835.39,992219129.46,1,88553.97,88553.97,Lazio
8,2023-10-31,07,Liguria,6882,1744003415.40,1301870908.22,1996,1245868941.96,839300905.10,3408,367465641.34,340729098.32,1478,130668832.10,121840904.80,,,,Liguria
9,2023-10-31,03,Lombardia,69614,17139473096.79,14550735327.05,14765,11026259258.41,8741771325.47,33698,3919996593.24,3703684256.22,21149,2193040024.94,2105164384.29,2,177220.20,115361.07,Lombardia
10,2023-10-31,11,Marche,11489,2443421991.77,2020577490.44,3045,1578698725.71,1204475990.33,5354,584981815.84,549180048.12,3090,279741450.22,266921451.99,,,,Marche
11,2023-10-31,14,Molise,2696,592391585.06,470826471.33,607,357787996.28,261664755.91,1542,183610498.24,162916072.46,547,50993090.54,46245642.96,,,,Molise
12,2023-10-31,01,Piemonte,31760,6728193368.17,5701557211.16,6595,3903248774.15,3029828706.45,20483,2394760419.02,2264203914.19,4679,429584456.48,407002867.01,3,599718.52,521723.51,Piemonte
13,2023-10-31,16,Puglia,25172,4782328351.12,4019391024.09,3305,2397166173.85,1844607179.69,17642,1962065326.78,1795655734.80,4225,423096850.49,379128109.60,,,,Puglia
14,2023-10-31,20,Sardegna,14789,2502914876.01,2086035894.35,1149,905360256.71,675277041.51,10504,1262543394.04,1113641553.82,3136,335011225.26,297117299.02,,,,Sardegna
15,2023-10-31,19,Sicilia,27532,5506801367.36,4480649839.17,4751,2953060098.09,2199825063.48,18580,2137510465.20,1894656823.41,4201,416230804.07,386167952.28,,,,Sicilia
16,2023-10-31,09,Toscana,34436,5379992708.03,4643774696.29,4954,2432248427.87,1889101502.07,16492,1772416792.17,1646409267.35,12990,1175327487.99,1108263926.87,,,,Toscana
17,2023-10-31,04,Trentino-Alto Adige/Südtirol,9109,2194750383.47,1921934712.87,4144,1642638234.09,1384637909.84,3566,417897308.97,405964253.89,1399,134214840.41,131332549.14,,,,Trentino-Alto-Adige
18,2023-10-31,10,Umbria,7775,1662100222.33,1377278932.61,1846,1023385217.73,784970142.05,4080,462473673.58,425801986.85,1849,176241331.02,166506803.71,,,,Umbria
19,2023-10-31,02,Valle d'Aosta/Vallée d'Aoste,1080,322194889.13,264027389.93,501,263034569.12,207089161.39,455,48406901.00,46398876.52,124,10753419.01,10539352.02,,,,Valle d'Aosta
20,2023-10-31,05,Veneto,54302,8865951195.60,7761096124.09,6043,3812937285.91,2971146479.99,26471,2984082480.05,2814542271.52,21788,2068931429.64,1975407372.58,,,,Veneto
1,2023-11-30,13,Abruzzo,12509,3241200793.56,2600101176.85,3467,2247023899.26,1682000899.07,6799,776666893.76,714018579.70,2243,217510000.54,204081698.08,,,,Abruzzo
2,2023-11-30,17,Basilicata,4835,1334327173.85,1130887604.13,1557,954552756.61,786167959.58,2516,300288024.49,271273800.33,761,79422853.14,73418816.61,1,63539.61,27027.61,Basilicata
3,2023-11-30,18,Calabria,14308,2926712450.16,2431509073.78,2808,1605251605.04,1240844962.01,8280,988397598.40,886708258.37,3220,333063246.72,303955853.40,,,,Calabria
4,2023-11-30,15,Campania,25726,7042223141.50,5274116755.20,7631,4856445626.55,3329743783.59,14407,1793882787.91,1586649271.35,3688,391894727.04,357723700.26,,,,Campania
5,2023-11-30,08,Emilia-Romagna,39371,8859994996.72,7727650889.28,9910,5879741471.34,4872470848.37,18602,2000807216.41,1908343645.61,10859,979446308.97,946836395.30,,,,Emilia-Romagna
6,2023-11-30,06,Friuli-Venezia Giulia,12559,2251125637.36,1908750310.65,1750,1198099079.03,914409409.13,7707,805035189.61,760421756.79,3102,247991368.72,233919144.73,,,,Friuli-Venezia Giulia
7,2023-11-30,12,Lazio,35435,8450420605.76,6647584589.63,6740,5315263716.47,3785858683.02,17684,2054608232.48,1860475710.11,11010,1080460102.84,1001161642.53,1,88553.97,88553.97,Lazio
8,2023-11-30,07,Liguria,7077,1835113802.56,1393521519.28,2166,1333990890.99,925723196.24,3427,369945970.22,344922132.65,1484,131176941.35,122876190.39,,,,Liguria
9,2023-11-30,03,Lombardia,70909,18011065910.85,15521230949.97,15955,11887845496.36,9676540443.73,33770,3926455908.56,3730173940.41,21182,2196587285.73,2114401204.76,2,177220.20,115361.07,Lombardia
10,2023-11-30,11,Marche,11796,2587682455.93,2163980833.91,3312,1718080334.19,1337723311.25,5387,588969975.42,556796726.53,3097,280632146.32,269460796.13,,,,Marche
11,2023-11-30,14,Molise,2777,629811522.55,504475659.25,679,394490755.77,293084633.44,1549,184148421.92,164727776.59,549,51172344.86,46663249.22,,,,Molise
12,2023-11-30,01,Piemonte,32410,7093379985.32,6068842415.00,7164,4259200088.71,3373942652.74,20555,2403203908.74,2284745250.42,4688,430376269.35,409632788.33,3,599718.52,521723.51,Piemonte
13,2023-11-30,16,Puglia,25582,4968925741.12,4265224694.18,3619,2572655160.40,2061912349.27,17727,1972208187.49,1818815981.21,4236,424062393.23,384496363.70,,,,Puglia
14,2023-11-30,20,Sardegna,14980,2574954310.36,2171771185.78,1274,970594512.40,735593494.68,10564,1269095452.68,1134251740.99,3142,335264345.28,301925950.11,,,,Sardegna
15,2023-11-30,19,Sicilia,28039,5752469806.55,4760776932.99,5160,3187737805.83,2445395673.27,18670,2147995813.21,1926197761.28,4209,416736187.51,389183498.44,,,,Sicilia
16,2023-11-30,09,Toscana,34998,5595050787.87,4885997994.28,5393,2633397584.43,2101353662.48,16573,1782178256.48,1667547290.52,13032,1179474946.96,1117097041.28,,,,Toscana
17,2023-11-30,04,Trentino-Alto Adige/Südtirol,9323,2287970664.11,2028318638.01,4341,1733471135.37,1487437068.81,3581,420051881.38,409036874.44,1401,134447647.36,131844694.76,,,,Trentino-Alto-Adige
18,2023-11-30,10,Umbria,8005,1751765633.59,1469858087.23,2042,1109067048.46,870055976.63,4106,465562366.14,431476649.57,1857,177136218.99,168325461.03,,,,Umbria
19,2023-11-30,02,Valle d'Aosta/Vallée d'Aoste,1116,348065149.01,292236280.62,535,288464260.89,234662981.63,456,48821994.09,46975566.97,125,10778894.03,10597732.02,,,,Valle d'Aosta
20,2023-11-30,05,Veneto,55123,9217783625.51,8144323960.17,6651,4138858496.88,3305084533.27,26612,3002125466.82,2845995982.73,21860,2076799661.81,1993243444.17,,,,Veneto
1,2023-12-31,13,Abruzzo,13107,3439056524.60,2938926672.56,4000,2438572404.50,1990435968.63,6858,782849270.39,739982283.47,2249,217634849.71,208508420.46,,,,Abruzzo
2,2023-12-31,17,Basilicata,5119,1445493241.58,1321373145.28,1822,1064729802.26,964564584.66,2535,301655554.93,281547440.29,761,79044344.78,75234092.72,1,63539.61,27027.61,Basilicata
3,2023-12-31,18,Calabria,14870,3118846706.22,2743509661.64,3294,1789987175.21,1512903099.86,8344,995369496.15,918563579.78,3232,333490034.86,312042982.00,,,,Calabria
4,2023-12-31,15,Campania,27086,7570447773.29,6183957886.50,8801,5365033188.86,4149350612.40,14575,1811360993.22,1664184481.20,3710,394053591.21,370422792.90,,,,Campania
5,2023-12-31,08,Emilia-Romagna,40704,9427212753.85,8523773729.90,11103,6431361479.37,5628448279.78,18702,2012376758.96,1938782657.09,10899,983474515.52,956542793.03,,,,Emilia-Romagna
6,2023-12-31,06,Friuli-Venezia Giulia,12750,2332030174.95,2039450613.68,1911,1275526264.97,1034342550.06,7732,808225262.32,770032395.49,3107,248278647.66,235075668.13,,,,Friuli-Venezia Giulia
7,2023-12-31,12,Lazio,36590,8929718140.26,7573813926.04,7703,5774824355.94,4616475120.81,17827,2070020565.62,1929718069.66,11058,1084645256.52,1027468181.61,2,227962.18,152553.96,Lazio
8,2023-12-31,07,Liguria,7383,1983143313.51,1624120285.39,2429,1477549211.74,1145935036.47,3455,372988164.76,353113614.55,1499,132605937.01,125071634.37,,,,Liguria
9,2023-12-31,03,Lombardia,73195,19221750675.83,17485132622.40,18056,13076417457.31,11562409868.66,33903,3943209438.80,3786325317.39,21234,2201946559.52,2136282075.28,2,177220.20,115361.07,Lombardia
10,2023-12-31,11,Marche,12369,2771357183.72,2432740953.73,3789,1892190494.98,1587638373.45,5457,596565407.78,571415492.17,3123,282601280.96,273687088.11,,,,Marche
11,2023-12-31,14,Molise,2924,671021941.44,573211447.67,806,433801525.36,354126524.96,1567,185774751.58,171584278.32,551,51445664.50,47500644.39,,,,Molise
12,2023-12-31,01,Piemonte,33480,7542630137.94,6738327678.59,8158,4698960654.20,4005275302.13,20624,2412236147.17,2318100710.67,4695,430833618.05,414429942.28,3,599718.52,521723.51,Piemonte
13,2023-12-31,16,Puglia,26257,5243162563.62,4763836443.16,4174,2834663431.10,2499457669.20,17835,1983703934.37,1871361251.58,4248,424795198.15,393017522.38,,,,Puglia
14,2023-12-31,20,Sardegna,15289,2684314357.19,2385955609.04,1514,1073325297.35,905537978.29,10624,1275188469.30,1170418005.41,3151,335800590.54,309999625.34,,,,Sardegna
15,2023-12-31,19,Sicilia,28955,6101120210.99,5355272500.25,5924,3521759959.70,2952402579.22,18806,2161833115.42,2004392009.48,4225,417527135.87,398477911.55,,,,Sicilia
16,2023-12-31,09,Toscana,35881,5860069430.36,5310399025.41,6116,2881429007.94,2475901163.05,16684,1795227427.79,1703078332.78,13081,1183412994.63,1131419529.58,,,,Toscana
17,2023-12-31,04,Trentino-Alto Adige/Südtirol,9622,2416653749.52,2214521929.50,4633,1861350132.33,1670921827.16,3587,420801348.13,411424487.30,1402,134502269.06,132175615.04,,,,Trentino-Alto-Adige
18,2023-12-31,10,Umbria,8363,1857778518.20,1621281035.44,2359,1210459252.21,1006862245.89,4138,469501162.60,443385098.70,1866,177818103.39,171033690.85,,,,Umbria
19,2023-12-31,02,Valle d'Aosta/Vallée d'Aoste,1179,373653105.15,329137987.22,594,313669830.35,270885789.91,460,49162957.49,47539959.12,125,10820317.31,10712238.19,,,,Valle d'Aosta
20,2023-12-31,05,Veneto,56310,9692219866.07,8891854449.28,7670,4594590766.87,3993448761.42,26728,3014533188.61,2886016223.62,21912,2083095910.59,2012389464.24,,,,Veneto
1,2024-01-31,13,Abruzzo,13541,3621462241.66,3216716741.62,4369,2614893892.53,2254775041.50,6914,788459077.24,751839762.35,2258,218109271.89,210101937.77,,,,Abruzzo
2,2024-01-31,17,Basilicata,5247,1489472369.53,1398835100.92,1936,1107866082.28,1034457380.13,2546,302290014.37,288473588.36,764,79252733.27,75877104.82,1,63539.61,27027.61,Basilicata
3,2024-01-31,18,Calabria,15197,3226901810.46,2909334798.27,3567,1892838601.04,1657769141.12,8392,1000520741.07,935601871.45,3238,333542468.35,315963785.70,,,,Calabria
4,2024-01-31,15,Campania,27827,7900449940.19,6767653813.74,9427,5684036129.32,4684917133.52,14667,1820521017.20,1705478847.20,3733,395892793.67,377257833.02,,,,Campania
5,2024-01-31,08,Emilia-Romagna,41974,10101407168.06,9469113653.67,12279,7096418855.79,6545348147.52,18764,2019125602.81,1960584831.62,10931,985862709.46,963180674.53,,,,Emilia-Romagna
