CUP,CIG,CIG_Accordo_Quadro
G34D22007570007,NULL,NULL
G34D22007580007,NULL,NULL
G34D22007590007,NULL,NULL
G34D22007600007,NULL,NULL
G34D22007610007,NULL,NULL
G34D22007620007,NULL,NULL
G34D22007630007,NULL,NULL
G34D22007640007,NULL,NULL
G34D22007650007,NULL,NULL
G34D22007660007,NULL,NULL
G34D22007670007,NULL,NULL
G34D22007680007,NULL,NULL
G34D22007700007,NULL,NULL
G34D22007710007,NULL,NULL
G34D22007720008,NULL,NULL
G34D22007730007,NULL,NULL
G34D22007740007,NULL,NULL
G34D22007750007,NULL,NULL
G34D22007760007,NULL,NULL
G34D22007770007,NULL,NULL
G34D22007780007,NULL,NULL
G34D22007790007,NULL,NULL
G34D22007800007,NULL,NULL
G34D22007810007,NULL,NULL
G34D22007820007,NULL,NULL
G34D22007840007,NULL,NULL
G34D22007850007,NULL,NULL
G34D22007860007,NULL,NULL
G34D22007870007,NULL,NULL
G34D22007880007,NULL,NULL
G34D22007890007,NULL,NULL
G34D22007900007,NULL,NULL
G34D22007910007,NULL,NULL
G34D22007920007,NULL,NULL
G34D22007930001,NULL,NULL
G34D22007940007,NULL,NULL
G34D22007950007,NULL,NULL
G34D22007960007,NULL,NULL
G34D22007970007,NULL,NULL
G34D22007980007,NULL,NULL
G34D22007990007,NULL,NULL
G34D22008000007,NULL,NULL
G34D22008010007,NULL,NULL
G34D22008020007,NULL,NULL
G34D22008030007,NULL,NULL
G34D22008040007,NULL,NULL
G34D22008050007,NULL,NULL
G34D22008060007,NULL,NULL
G34D22008070007,NULL,NULL
G34D22008080007,NULL,NULL
G34D22008090007,NULL,NULL
G34D22008100007,NULL,NULL
G34D22008110007,NULL,NULL
G34D22008120007,NULL,NULL
G34D22008130007,NULL,NULL
G34D22008140007,NULL,NULL
G34D22008150007,NULL,NULL
G34D22008160007,NULL,NULL
G34D22008180007,NULL,NULL
G34D22008190007,NULL,NULL
G34D22008200007,NULL,NULL
G34D22008210007,NULL,NULL
G34D22008220007,NULL,NULL
G34D22008230007,NULL,NULL
G34D22008240007,NULL,NULL
G34D22008250007,NULL,NULL
G34D22008260007,NULL,NULL
G34D22008280007,NULL,NULL
G34D22008290007,NULL,NULL
G34D22008300007,NULL,NULL
G34D22008310007,NULL,NULL
G34D22008320007,NULL,NULL
G34D22008330007,NULL,NULL
G34D22008340007,NULL,NULL
G34D22008350007,NULL,NULL
G34D22008360007,NULL,NULL
G34D22008370007,NULL,NULL
G34D22008380007,NULL,NULL
G34D22008390007,NULL,NULL
G34D22008400007,NULL,NULL
G34D22008410007,NULL,NULL
G34D22008420007,NULL,NULL
G34D22008430007,NULL,NULL
G34D22008450007,NULL,NULL
G34D22008760007,NULL,NULL
G34D22008770007,NULL,NULL
G34D22008780007,NULL,NULL
G34D22008790007,NULL,NULL
G34D22008800007,NULL,NULL
G34D22008810007,NULL,NULL
G34D22008820007,NULL,NULL
G34D22008830007,NULL,NULL
G34D22008840007,NULL,NULL
G34D22008850007,NULL,NULL
G34D22008860007,NULL,NULL
G34D22008870007,NULL,NULL
G34D22008880005,NULL,NULL
G34D22008900007,NULL,NULL
G34D22008910007,NULL,NULL
G34D22008920007,NULL,NULL
G34D22008930007,NULL,NULL
G34D22008940007,NULL,NULL
G34D22008950007,NULL,NULL
G34D22008960007,NULL,NULL
G34D22008970007,NULL,NULL
G34D22009010007,NULL,NULL
G34D22009030007,NULL,NULL
G34D22009040007,NULL,NULL
G34D22009050007,NULL,NULL
G34D22009070007,NULL,NULL
G34D22009080007,NULL,NULL
G34E20008800008,NULL,NULL
G34H22000270006,NULL,NULL
G37B22000410004,NULL,NULL
G37B22000470004,NULL,NULL
G37B22000550004,NULL,NULL
G37B22000560004,NULL,NULL
G37B22000590004,NULL,NULL
G37B22000610004,NULL,NULL
G37B22000740004,NULL,NULL
G37H21038280006,A01068327E,9747374B7A
G39J21012110001,NULL,NULL
G39J21012190001,NULL,NULL
G39J21012320001,NULL,NULL
G39J21012440001,NULL,NULL
G39J21012550001,NULL,NULL
G39J21012650001,NULL,NULL
G39J21020900001,NULL,NULL
G39J21020980001,NULL,NULL
G39J21021100001,NULL,NULL
G39J21021400001,NULL,NULL
G39J21021500001,NULL,NULL
G39J21021530001,NULL,NULL
G41B21009860006,NULL,NULL
G41C22001920006,NULL,NULL
G41J22000760007,NULL,NULL
G41J22000780007,NULL,NULL
G41J22000790007,NULL,NULL
G41J22000800007,NULL,NULL
G41J22000810007,NULL,NULL
G41J22000820007,NULL,NULL
G41J22000830007,NULL,NULL
G41J22000840007,NULL,NULL
G41J22000850007,NULL,NULL
G41J22000860007,NULL,NULL
G41J22000870007,NULL,NULL
G41J22000880007,NULL,NULL
G41J22000890007,NULL,NULL
G41J22000900007,NULL,NULL
G41J22000910007,NULL,NULL
G41J22000920007,NULL,NULL
G41J22000930007,NULL,NULL
G41J22000940007,NULL,NULL
G41J22000950007,NULL,NULL
G41J22000960007,NULL,NULL
G41J22000970007,NULL,NULL
G41J22000980007,NULL,NULL
G41J22000990007,NULL,NULL
G41J22001000007,NULL,NULL
G41J24001050007,NULL,NULL
G41J24001060007,NULL,NULL
G41J24001070007,NULL,NULL
G41J24001080007,NULL,NULL
G41J24001090007,NULL,NULL
G41J24001100007,NULL,NULL
G41J24001110007,NULL,NULL
G41J24001120007,NULL,NULL
G41J24001130007,NULL,NULL
G41J24001140007,NULL,NULL
G41J24001150007,NULL,NULL
G41J24001160007,NULL,NULL
G41J24001170007,NULL,NULL
G41J24001180007,NULL,NULL
G41J24001190007,NULL,NULL
G41J24001200007,NULL,NULL
G41J24001210007,NULL,NULL
G41J24001220007,NULL,NULL
G41J24001230007,NULL,NULL
G41J24001240007,NULL,NULL
G41J24001250007,NULL,NULL
G41J24001260007,NULL,NULL
G41J24001270007,NULL,NULL
G41J24001280007,NULL,NULL
G41J24001290007,NULL,NULL
G41J24001300007,NULL,NULL
G41J24001310007,NULL,NULL
G41J24001320007,NULL,NULL
G41J24001330007,NULL,NULL
G41J24001340007,NULL,NULL
G41J24001350007,NULL,NULL
G41J24001490007,NULL,NULL
G41J24001500007,NULL,NULL
G41J24001510007,NULL,NULL
G41J24001520007,NULL,NULL
G41J24001530007,NULL,NULL
G41J24001540007,NULL,NULL
G41J24001550007,NULL,NULL
G41J24001560007,NULL,NULL
G41J24001570007,NULL,NULL
G41J24001580007,NULL,NULL
G41J24001590007,NULL,NULL
G41J24001600007,NULL,NULL
G41J24001610007,NULL,NULL
G41J24001620007,NULL,NULL
G41J24001630007,NULL,NULL
G41J24001640007,NULL,NULL
G41J24001650007,NULL,NULL
G41J24001660007,NULL,NULL
G41J24001670007,NULL,NULL
G41J24001680007,NULL,NULL
G41J24001690007,NULL,NULL
G41J24001700007,NULL,NULL
G41J24001710007,NULL,NULL
G41J24001720007,NULL,NULL
G41J24001730007,NULL,NULL
G41J24001740007,NULL,NULL
G41J24001750007,NULL,NULL
G41J24001760007,NULL,NULL
G41J24001770007,NULL,NULL
G41J24001780007,NULL,NULL
G41J24001790007,NULL,NULL
G41J24001800007,NULL,NULL
G41J24001810007,NULL,NULL
G41J24001820007,NULL,NULL
G41J24001830007,NULL,NULL
G41J24001840007,NULL,NULL
G41J24001850007,NULL,NULL
G41J24001860007,NULL,NULL
G41J24001870007,NULL,NULL
G41J24001880007,NULL,NULL
G41J24001890007,NULL,NULL
G41J24001900007,NULL,NULL
G41J24001910007,NULL,NULL
G41J24001920007,NULL,NULL
G41J24001930007,NULL,NULL
G41J24001940007,NULL,NULL
G41J24001950007,NULL,NULL
G41J24001960007,NULL,NULL
G41J24001970007,NULL,NULL
G41J24001980007,NULL,NULL
G41J24001990007,NULL,NULL
G41J24002000007,NULL,NULL
G41J24002010007,NULL,NULL
G41J24002020007,NULL,NULL
G41J24002030007,NULL,NULL
G41J24002040007,NULL,NULL
G41J24002050007,NULL,NULL
G41J24002060007,NULL,NULL
G41J24002070007,NULL,NULL
G41J24002080007,NULL,NULL
G41J24002090007,NULL,NULL
G41J24002100007,NULL,NULL
G41J24002110007,NULL,NULL
G41J24002120007,NULL,NULL
G41J24002130007,NULL,NULL
G41J24002140007,NULL,NULL
G41J24002150007,NULL,NULL
G41J24002160007,NULL,NULL
G41J24002170007,NULL,NULL
G41J24002180007,NULL,NULL
G41J24002190007,NULL,NULL
G41J24002200007,NULL,NULL
G41J24002210007,NULL,NULL
G41J24002220007,NULL,NULL
G41J24002230007,NULL,NULL
G41J24002240007,NULL,NULL
G41J24002250007,NULL,NULL
G41J24002260007,NULL,NULL
G41J24002270007,NULL,NULL
G41J24002280007,NULL,NULL
G41J24002290007,NULL,NULL
G41J24002300007,NULL,NULL
G41J24002310007,NULL,NULL
G41J24002320007,NULL,NULL
G41J24002330007,NULL,NULL
G41J24002340007,NULL,NULL
G41J24002350007,NULL,NULL
G41J24002360007,NULL,NULL
G41J24002370007,NULL,NULL
G41J24002380007,NULL,NULL
G41J24002390007,NULL,NULL
G41J24002400007,NULL,NULL
G41J24002410007,NULL,NULL
G41J24002420007,NULL,NULL
G41J24002430007,NULL,NULL
G41J24002440007,NULL,NULL
G41J24002450007,NULL,NULL
G41J24002460007,NULL,NULL
G41J24002470007,NULL,NULL
G41J24002480007,NULL,NULL
G41J24002490007,NULL,NULL
G41J24002500007,NULL,NULL
G41J24002510007,NULL,NULL
G41J24002520007,NULL,NULL
G41J24002530007,NULL,NULL
G41J24002540007,NULL,NULL
G41J24002550007,NULL,NULL
G41J24002560007,NULL,NULL
G42F23000110001,NULL,NULL
G43D21003600001,NULL,NULL
G44D22002800006,NULL,NULL
G44D22002810006,NULL,NULL
G44D22002820006,NULL,NULL
G44D22002830006,NULL,NULL
G44D22002840006,NULL,NULL
G44D22002850006,NULL,NULL
G44D22002860006,NULL,NULL
G44D22002970006,NULL,NULL
G44D22003030006,NULL,NULL
G44D22003040006,NULL,NULL
G44D22003050006,NULL,NULL
G44D22003060006,NULL,NULL
G44D22003100006,NULL,NULL
G44D22003120006,NULL,NULL
G44D22003130006,NULL,NULL
G44D22003150006,NULL,NULL
G44D22003170006,NULL,NULL
G44D22003190006,NULL,NULL
G44D22003220006,NULL,NULL
G44D22003240006,NULL,NULL
G44D22003280006,NULL,NULL
G44D22003310006,NULL,NULL
G44D22003370006,NULL,NULL
G44D22003380006,NULL,NULL
G44D22003490006,NULL,NULL
G44D22003520006,NULL,NULL
G44D22003550006,NULL,NULL
G44D22003560006,NULL,NULL
G44D22003570006,NULL,NULL
G44D22003580006,NULL,NULL
G44D22003610006,NULL,NULL
G44D22003660006,NULL,NULL
G44D22003710006,NULL,NULL
G44D22003730006,NULL,NULL
G44D22003740006,NULL,NULL
G44D22003770006,NULL,NULL
G44D22003780006,NULL,NULL
G44D22003790006,NULL,NULL
G44D22003820006,NULL,NULL
G44D22003830006,NULL,NULL
G44D22003860006,NULL,NULL
G44D22003870006,NULL,NULL
G44D22003880006,NULL,NULL
G44D22003940006,NULL,NULL
G44D22003950006,NULL,NULL
G44D22003970006,NULL,NULL
G44D22004090006,NULL,NULL
G44D22004130006,NULL,NULL
G44D22006020006,998677429E,NULL
G44D22007100007,NULL,NULL
G44D22007110007,NULL,NULL
G44D22007140007,NULL,NULL
G44D22007170007,NULL,NULL
G44D22007210007,NULL,NULL
G44J23000160006,9738213397,NULL
G47B22000530004,NULL,NULL
G47B22000570004,NULL,NULL
G47B22000630004,NULL,NULL
G47B22000680004,NULL,NULL
G47B22000690004,NULL,NULL
G47B22000710004,NULL,NULL
G47B22000760004,NULL,NULL
G47B22000770004,NULL,NULL
G47B22000870004,NULL,NULL
G47B22000950004,NULL,NULL
G47B22000960004,NULL,NULL
G47B22000970004,NULL,NULL
G49I23000150006,NULL,NULL
G49I23000620006,A02441DA51,NULL
G49J21007250001,NULL,NULL
G49J21007300001,NULL,NULL
G49J21007380001,NULL,NULL
G49J21007450001,NULL,NULL
G49J21007460001,NULL,NULL
G49J21007500001,NULL,NULL
G49J21007510001,NULL,NULL
G49J21007540001,NULL,NULL
G49J21007570001,NULL,NULL
G49J21007600001,NULL,NULL
G49J21007640001,NULL,NULL
G49J21007650001,NULL,NULL
G49J21007900001,NULL,NULL
G49J21015140001,NULL,NULL
G49J21015180001,NULL,NULL
G49J21015670001,NULL,NULL
G51C22001520006,NULL,NULL
G51C22001530006,NULL,NULL
G51F09000130001,NULL,NULL
G51H24000190006,NULL,NULL
G51J22000360007,NULL,NULL
G51J22000370007,NULL,NULL
G51J22000380007,NULL,NULL
G51J22000390007,NULL,NULL
G51J24000600007,NULL,NULL
G51J24000610007,NULL,NULL
G51J24000620007,NULL,NULL
G51J24000630007,NULL,NULL
G51J24000640007,NULL,NULL
G51J24000650007,NULL,NULL
G51J24000660007,NULL,NULL
G51J24000670007,NULL,NULL
G51J24000680007,NULL,NULL
G51J24000690007,NULL,NULL
G51J24000700007,NULL,NULL
G51J24000720007,NULL,NULL
G51J24000730007,NULL,NULL
G51J24000740007,NULL,NULL
G51J24000810007,NULL,NULL
G51J24000820007,NULL,NULL
G51J24000830007,NULL,NULL
G51J24000840007,NULL,NULL
G51J24000850007,NULL,NULL
G51J24000860007,NULL,NULL
G51J24000870007,NULL,NULL
G51J24000880007,NULL,NULL
G51J24000890007,NULL,NULL
G51J24000900007,NULL,NULL
G51J24000910007,NULL,NULL
G51J24000920007,NULL,NULL
G51J24000930007,NULL,NULL
G51J24000940007,NULL,NULL
G51J24000950007,NULL,NULL
G51J24000960007,NULL,NULL
G51J24000970007,NULL,NULL
G51J24000980007,NULL,NULL
G51J24000990006,NULL,NULL
G51J24001000007,NULL,NULL
G51J24001010007,NULL,NULL
G51J24001020007,NULL,NULL
G51J24001030007,NULL,NULL
G51J24001040007,NULL,NULL
G51J24001050006,NULL,NULL
G51J24001060007,NULL,NULL
G51J24001070007,NULL,NULL
G51J24001080007,NULL,NULL
G51J24001090007,NULL,NULL
G51J24001100007,NULL,NULL
G51J24001110007,NULL,NULL
G51J24001120007,NULL,NULL
G51J24001130007,NULL,NULL
G51J24001140007,NULL,NULL
G51J24001150007,NULL,NULL
G51J24001160007,NULL,NULL
G51J24001170007,NULL,NULL
G51J24001180007,NULL,NULL
G51J24001190007,NULL,NULL
G51J24001200007,NULL,NULL
G51J24001210007,NULL,NULL
G51J24001220007,NULL,NULL
G51J24001230007,NULL,NULL
G51J24001240007,NULL,NULL
G51J24001250007,NULL,NULL
G51J24001260007,NULL,NULL
G51J24001270007,NULL,NULL
G51J24001280007,NULL,NULL
G51J24001290007,NULL,NULL
G51J24001300007,NULL,NULL
G51J24001310007,NULL,NULL
G51J24001320007,NULL,NULL
G51J24001330007,NULL,NULL
G54D22002000006,NULL,NULL
G54D22002030006,NULL,NULL
G54D22002210006,NULL,NULL
G54D22002220006,NULL,NULL
G54D22002250006,NULL,NULL
G54D22002280006,NULL,NULL
G54D22002310006,NULL,NULL
G54D22002330006,NULL,NULL
G54D22002340006,NULL,NULL
G54D22002360006,NULL,NULL
G54D22002370006,NULL,NULL
G54D22002400006,NULL,NULL
G54D22002430006,NULL,NULL
G54D22002450006,NULL,NULL
G54D22002480006,NULL,NULL
G54D22002530006,NULL,NULL
G54D22002540006,NULL,NULL
G54D22002550006,NULL,NULL
G54D22002560006,NULL,NULL
G54D22002680006,NULL,NULL
G54D22002700006,9963115E94,NULL
G54D22002710006,NULL,NULL
G54D22002750006,NULL,NULL
G54D22002760006,NULL,NULL
G54D22002770006,NULL,NULL
G54D22002790006,NULL,NULL
G54D22002800006,NULL,NULL
G54D22002880006,NULL,NULL
G54D22002900006,NULL,NULL
G54D22002930006,NULL,NULL
G54D22002940006,NULL,NULL
G54D22002980006,NULL,NULL
G54D22003000006,NULL,NULL
G54D22005200007,NULL,NULL
G54D22005210007,NULL,NULL
G54D22005230007,NULL,NULL
G54D22005240007,NULL,NULL
G54D22005280007,NULL,NULL
G54D22005290007,NULL,NULL
G54D22005300007,NULL,NULL
G54J23000110006,974372041C,NULL
G55B23000050006,9746077D28,NULL
G57B22000350004,NULL,NULL
G57B22000360004,NULL,NULL
G57B22000400004,NULL,NULL
G57B22000430004,NULL,NULL
G57B22000460004,NULL,NULL
G57B22000580004,NULL,NULL
G57B22000660004,NULL,NULL
G57B22000740004,NULL,NULL
G57B22000810004,NULL,NULL
G57B22000860004,NULL,NULL
G57B22000950004,NULL,NULL
G57B22001020004,NULL,NULL
G59I23000580006,NULL,NULL
G59J21006470001,NULL,NULL
G59J21006520001,NULL,NULL
G59J21006530001,NULL,NULL
G59J21006580001,NULL,NULL
G59J21006610001,NULL,NULL
G59J21006720001,NULL,NULL
G59J21012300001,NULL,NULL
G59J21012350001,NULL,NULL
G59J21013000001,NULL,NULL
G59J21013090001,NULL,NULL
G61B21009850006,NULL,NULL
G61D22000260001,NULL,NULL
G61J22000910006,NULL,NULL
G61J22000920007,NULL,NULL
G61J22000930007,NULL,NULL
G61J22000940007,NULL,NULL
G61J22000950007,NULL,NULL
G61J22000960007,NULL,NULL
G61J22000970007,NULL,NULL
G61J22000980007,NULL,NULL
G61J22000990007,NULL,NULL
G61J22001000007,NULL,NULL
G61J22001010007,NULL,NULL
G61J22001020007,NULL,NULL
G61J22001030007,NULL,NULL
G61J22001040007,NULL,NULL
G61J22001050007,NULL,NULL
G61J22001060007,NULL,NULL
G61J22001070007,NULL,NULL
G61J22001080007,NULL,NULL
G61J22001090007,NULL,NULL
G61J22001100007,NULL,NULL
G61J22001110007,NULL,NULL
G61J22001120007,NULL,NULL
G61J22001130007,NULL,NULL
G61J22001140007,NULL,NULL
G61J22001150007,NULL,NULL
G61J22001160007,NULL,NULL
G61J22001170007,NULL,NULL
G61J22001180007,NULL,NULL
G61J22001190007,NULL,NULL
G61J22001200007,NULL,NULL
G61J22001210007,NULL,NULL
G61J22001220007,NULL,NULL
G61J22001230007,NULL,NULL
G61J22001240007,NULL,NULL
G61J24001410007,NULL,NULL
G61J24001420007,NULL,NULL
G61J24001430007,NULL,NULL
G61J24001440007,NULL,NULL
G61J24001450007,NULL,NULL
G61J24001460007,NULL,NULL
G61J24001470007,NULL,NULL
G61J24001480007,NULL,NULL
G61J24001490007,NULL,NULL
G61J24001500007,NULL,NULL
G61J24001510007,NULL,NULL
G61J24001520007,NULL,NULL
G61J24001530007,NULL,NULL
G61J24001540007,NULL,NULL
G61J24001550007,NULL,NULL
G61J24001560007,NULL,NULL
G61J24001570007,NULL,NULL
G61J24001580007,NULL,NULL
G61J24001590007,NULL,NULL
G61J24001600007,NULL,NULL
G61J24001610007,NULL,NULL
G61J24001620007,NULL,NULL
G61J24001630007,NULL,NULL
G61J24001640007,NULL,NULL
G61J24001650007,NULL,NULL
G61J24001660007,NULL,NULL
G61J24001670007,NULL,NULL
G61J24001680007,NULL,NULL
G61J24001690007,NULL,NULL
G61J24001700007,NULL,NULL
G61J24001710007,NULL,NULL
G61J24001720007,NULL,NULL
G61J24001730007,NULL,NULL
G61J24001740007,NULL,NULL
G61J24001750007,NULL,NULL
G61J24001760007,NULL,NULL
G61J24001770007,NULL,NULL
G61J24001780007,NULL,NULL
G61J24001790007,NULL,NULL
G61J24001800007,NULL,NULL
G61J24001810007,NULL,NULL
G61J24001820007,NULL,NULL
G61J24001830007,NULL,NULL
G61J24001840007,NULL,NULL
G61J24001850007,NULL,NULL
G61J24001860007,NULL,NULL
G61J24001870007,NULL,NULL
G61J24001880007,NULL,NULL
G61J24001890007,NULL,NULL
G61J24001900007,NULL,NULL
G61J24001910007,NULL,NULL
G61J24001920007,NULL,NULL
G61J24001930007,NULL,NULL
G61J24001940007,NULL,NULL
G61J24001950007,NULL,NULL
G61J24001960007,NULL,NULL
G61J24001970007,NULL,NULL
G61J24001980007,NULL,NULL
G61J24001990007,NULL,NULL
G61J24002000007,NULL,NULL
G61J24002010007,NULL,NULL
G61J24002020007,NULL,NULL
G61J24002030007,NULL,NULL
G61J24002050007,NULL,NULL
G61J24002060007,NULL,NULL
G61J24002070007,NULL,NULL
G61J24002120007,NULL,NULL
G61J24002130007,NULL,NULL
G61J24002140007,NULL,NULL
G61J24002150007,NULL,NULL
G61J24002160007,NULL,NULL
G61J24002170007,NULL,NULL
G61J24002180007,NULL,NULL
G61J24002190007,NULL,NULL
G61J24002200007,NULL,NULL
G61J24002210007,NULL,NULL
G61J24002220007,NULL,NULL
G61J24002230007,NULL,NULL
G61J24002240007,NULL,NULL
G61J24002250007,NULL,NULL
G61J24002260007,NULL,NULL
G61J24002270007,NULL,NULL
G61J24002280007,NULL,NULL
G61J24002290007,NULL,NULL
G61J24002300007,NULL,NULL
G61J24002310007,NULL,NULL
G61J24002320007,NULL,NULL
G61J24002330007,NULL,NULL
G61J24002340007,NULL,NULL
G61J24002350005,NULL,NULL
G61J24002360007,NULL,NULL
G61J24002370007,NULL,NULL
G61J24002380007,NULL,NULL
G61J24002390007,NULL,NULL
G61J24002400007,NULL,NULL
G61J24002410007,NULL,NULL
G61J24002420007,NULL,NULL
G61J24002430007,NULL,NULL
G61J24002440007,NULL,NULL
G61J24002450007,NULL,NULL
G61J24002460007,NULL,NULL
G61J24002470007,NULL,NULL
G61J24002480007,NULL,NULL
G61J24002490007,NULL,NULL
G61J24002500007,NULL,NULL
G61J24002530007,NULL,NULL
G61J24002540007,NULL,NULL
G61J24002550007,NULL,NULL
G61J24002560007,NULL,NULL
G61J24002570007,NULL,NULL
G61J24002580007,NULL,NULL
G61J24002590007,NULL,NULL
G61J24002600007,NULL,NULL
G61J24002610007,NULL,NULL
G61J24002620007,NULL,NULL
G61J24002630007,NULL,NULL
G61J24002640007,NULL,NULL
G61J24002650007,NULL,NULL
G61J24002660007,NULL,NULL
G61J24002670007,NULL,NULL
G61J24002680007,NULL,NULL
G61J24002690007,NULL,NULL
G61J24002700007,NULL,NULL
G61J24002710007,NULL,NULL
G61J24002720007,NULL,NULL
G61J24002730007,NULL,NULL
G61J24002740007,NULL,NULL
G61J24002750007,NULL,NULL
G61J24002760007,NULL,NULL
G61J24002770007,NULL,NULL
G61J24002780007,NULL,NULL
G61J24002790007,NULL,NULL
G61J24002800007,NULL,NULL
G61J24002810007,NULL,NULL
G61J24002820007,NULL,NULL
G61J24002830007,NULL,NULL
G61J24002840007,NULL,NULL
G61J24002850007,NULL,NULL
G61J24002860007,NULL,NULL
G61J24002870007,NULL,NULL
G61J24002880007,NULL,NULL
G61J24002890007,NULL,NULL
G61J24002900007,NULL,NULL
G61J24002910007,NULL,NULL
G61J24002920007,NULL,NULL
G61J24002930007,NULL,NULL
G61J24002940007,NULL,NULL
G61J24002950007,NULL,NULL
G61J24002960007,NULL,NULL
G61J24002970007,NULL,NULL
G61J24002980007,NULL,NULL
G61J24002990007,NULL,NULL
G61J24003000007,NULL,NULL
G61J24003010007,NULL,NULL
G61J24003020007,NULL,NULL
G61J24003030007,NULL,NULL
G61J24003040007,NULL,NULL
G61J24003050007,NULL,NULL
G61J24003060007,NULL,NULL
G61J24003070007,NULL,NULL
G61J24003080007,NULL,NULL
G61J24003090007,NULL,NULL
G61J24003100007,NULL,NULL
G61J24003110007,NULL,NULL
G61J24003120007,NULL,NULL
G61J24003130007,NULL,NULL
G61J24003140007,NULL,NULL
G61J24003150007,NULL,NULL
G61J24003160007,NULL,NULL
G61J24003170007,NULL,NULL
G61J24003180007,NULL,NULL
G61J24003190007,NULL,NULL
G61J24003200007,NULL,NULL
G61J24003210007,NULL,NULL
G61J24003220007,NULL,NULL
G61J24003230007,NULL,NULL
G61J24003240007,NULL,NULL
G61J24003250007,NULL,NULL
G61J24003260007,NULL,NULL
G61J24003270007,NULL,NULL
G61J24003280007,NULL,NULL
G61J24003290007,NULL,NULL
G61J24003300007,NULL,NULL
G61J24003310007,NULL,NULL
G61J24003320007,NULL,NULL
G61J24003330007,NULL,NULL
G61J24003340007,NULL,NULL
G61J24003350007,NULL,NULL
G61J24003360007,NULL,NULL
G61J24003370007,NULL,NULL
G61J24003380007,NULL,NULL
G61J24003390007,NULL,NULL
G61J24003400007,NULL,NULL
G61J24003410007,NULL,NULL
G61J24003420007,NULL,NULL
G61J24003430007,NULL,NULL
G61J24003440007,NULL,NULL
G61J24003450007,NULL,NULL
G61J24003460007,NULL,NULL
G61J24003470007,NULL,NULL
G61J24003480007,NULL,NULL
G61J24003490007,NULL,NULL
G61J24003500007,NULL,NULL
G61J24003510007,NULL,NULL
G61J24003520007,NULL,NULL
G61J24003530007,NULL,NULL
G61J24003540007,NULL,NULL
G61J24003560007,NULL,NULL
G61J24003570007,NULL,NULL
G61J24003580007,NULL,NULL
G61J24003610007,NULL,NULL
G63C23000140006,NULL,NULL
G64D22003300006,NULL,NULL
G64D22003310006,NULL,NULL
G64D22003320006,NULL,NULL
G64D22003330006,NULL,NULL
G64D22003340006,NULL,NULL
G64D22003350006,NULL,NULL
G64D22003360006,NULL,NULL
G64D22003370006,NULL,NULL
G64D22003390006,NULL,NULL
G64D22003640006,NULL,NULL
G64D22003670006,NULL,NULL
G64D22003690006,NULL,NULL
G64D22003700006,NULL,NULL
G64D22003740006,NULL,NULL
G64D22003750006,NULL,NULL
G64D22003770006,NULL,NULL
G64D22003790006,NULL,NULL
G64D22003800006,NULL,NULL
G64D22003810006,NULL,NULL
G64D22003830006,NULL,NULL
G64D22003840006,NULL,NULL
G64D22003850006,NULL,NULL
G64D22003870006,NULL,NULL
G64D22003880006,NULL,NULL
G64D22003910006,NULL,NULL
G64D22003930006,NULL,NULL
G64D22003950006,NULL,NULL
G64D22003970006,NULL,NULL
G64D22003980006,NULL,NULL
G64D22004000006,NULL,NULL
G64D22004030006,NULL,NULL
G64D22004040006,NULL,NULL
G64D22004060006,NULL,NULL
G64D22004070006,NULL,NULL
G64D22004080006,NULL,NULL
G64D22004150006,NULL,NULL
G64D22004160006,NULL,NULL
G64D22004190006,NULL,NULL
G64D22004200006,NULL,NULL
G64D22004210006,NULL,NULL
G64D22004220006,NULL,NULL
G64D22004240006,NULL,NULL
G64D22004290006,NULL,NULL
G64D22004310006,NULL,NULL
G64D22004340006,NULL,NULL
G64D22004350006,NULL,NULL
G64D22004360006,NULL,NULL
G64D22004370006,NULL,NULL
G64D22004400006,NULL,NULL
G64D22004410006,NULL,NULL
G64D22004420006,NULL,NULL
G64D22004430006,NULL,NULL
G64D22004590006,NULL,NULL
G64D22004630006,NULL,NULL
G64D22004680006,NULL,NULL
G64D22006840006,9960903D2E,NULL
G64D22008000006,NULL,NULL
G64D22008000006,9968211BEF,NULL
G64D22008330007,NULL,NULL
G64D22008340007,NULL,NULL
G64D22008350007,NULL,NULL
G64D22008370007,NULL,NULL
G64D22008390007,NULL,NULL
G64D22008400007,NULL,NULL
G64D22008410007,NULL,NULL
G64D22008420007,NULL,NULL
G64D22008430007,NULL,NULL
G64D22008440007,NULL,NULL
G64D22008450007,NULL,NULL
G64D22008460007,NULL,NULL
G64D22008470007,NULL,NULL
G64D22008500007,NULL,NULL
G64D22008510007,NULL,NULL
G64D22008520007,NULL,NULL
G64D22008530007,NULL,NULL
G64D22008610007,NULL,NULL
G64D22008620007,NULL,NULL
G64D22008630007,NULL,NULL
G64D23001210001,NULL,NULL
G64H22000220006,NULL,NULL
G64H22000240006,NULL,NULL
G64H22000270006,NULL,NULL
G67B22000510004,NULL,NULL
G67B22000720004,NULL,NULL
G67B22000750004,NULL,NULL
G67B22000760004,NULL,NULL
G67B22000770004,NULL,NULL
G67B22000810004,NULL,NULL
G67B22000850004,NULL,NULL
G67B22000900004,NULL,NULL
G67B22001020004,NULL,NULL
G67B22001030004,NULL,NULL
G67B22001050004,NULL,NULL
G67B22001110004,NULL,NULL
G67H21000680002,NULL,NULL
G68H24000530006,NULL,NULL
G69J21006390001,NULL,NULL
G69J21006510001,NULL,NULL
G69J21006650001,NULL,NULL
