CUP,CIG,CIG_Accordo_Quadro
J24D23001290001,NULL,NULL
J24D24001230001,NULL,NULL
J24H23000120006,NULL,NULL
J24J23000170006,9750941B0F,NULL
J25B23000060006,NULL,NULL
J28H21000030001,NULL,NULL
J29J21006730001,NULL,NULL
J29J21006770001,NULL,NULL
J29J21006880001,NULL,NULL
J29J21006890001,NULL,NULL
J29J21006930001,NULL,NULL
J29J21007280001,NULL,NULL
J29J21007320001,NULL,NULL
J29J21007330001,NULL,NULL
J29J21013200001,NULL,NULL
J31D22002550001,NULL,NULL
J31D22002560001,NULL,NULL
J31E22000170001,NULL,NULL
J31E22000190001,NULL,NULL
J31J22003040001,NULL,NULL
J31J22003050001,NULL,NULL
J31J22003060001,NULL,NULL
J31J22003070001,NULL,NULL
J31J22003090001,NULL,NULL
J32B22000230001,NULL,NULL
J32E22000560001,NULL,NULL
J32E22000570001,NULL,NULL
J32E22000580001,NULL,NULL
J32E22000610001,NULL,NULL
J32E22000620001,NULL,NULL
J32E22000630001,NULL,NULL
J32E22000640001,NULL,NULL
J32E22000650001,NULL,NULL
J32E22000700001,NULL,NULL
J32E22000710001,NULL,NULL
J32E22000720001,NULL,NULL
J33D21003360001,NULL,NULL
J34D22001550001,NULL,NULL
J34D22001850001,NULL,NULL
J34D22001860001,NULL,NULL
J34D22001870001,NULL,NULL
J34D22001890001,NULL,NULL
J34D22001930001,NULL,NULL
J34D22001940001,NULL,NULL
J34D22002040006,NULL,NULL
J34D22002070006,NULL,NULL
J34D22002080006,NULL,NULL
J34D22002110006,NULL,NULL
J34D22002140006,NULL,NULL
J34D22002150006,NULL,NULL
J34D22002170006,NULL,NULL
J34D22002200006,NULL,NULL
J34D22002230006,NULL,NULL
J34D22002240006,NULL,NULL
J34D22002250006,NULL,NULL
J34D22002280006,NULL,NULL
J34D22002300006,NULL,NULL
J34D22002330006,NULL,NULL
J34D22002350006,NULL,NULL
J34D22002360006,NULL,NULL
J34D22002380006,NULL,NULL
J34D22002390006,NULL,NULL
J34D22002420006,NULL,NULL
J34D22002470006,NULL,NULL
J34D22002490006,NULL,NULL
J34D22002500006,NULL,NULL
J34D22002510006,NULL,NULL
J34D22002550006,NULL,NULL
J34D22002560006,NULL,NULL
J34D22002590006,NULL,NULL
J34D22002600006,NULL,NULL
J34D22002610006,NULL,NULL
J34D22002620006,NULL,NULL
J34D22002630006,NULL,NULL
J34D22002640006,NULL,NULL
J34D22002680006,NULL,NULL
J34D22002690006,NULL,NULL
J34D22002720006,NULL,NULL
J34D22002780006,NULL,NULL
J34D22002800006,NULL,NULL
J34D22002810006,NULL,NULL
J34D22002890006,NULL,NULL
J34D22002980006,NULL,NULL
J34D22003000006,NULL,NULL
J34D22003020006,NULL,NULL
J34D22003050006,NULL,NULL
J34D22004860006,9958964D11,NULL
J34D22005290006,NULL,NULL
J34D22005300006,NULL,NULL
J34D22005310006,NULL,NULL
J34D22005320006,NULL,NULL
J34D22005330006,NULL,NULL
J34D22005340006,NULL,NULL
J34D22005350006,NULL,NULL
J34D22005360006,NULL,NULL
J34D22005370006,NULL,NULL
J34D22005380006,NULL,NULL
J34D22005390006,NULL,NULL
J34D22005400006,NULL,NULL
J34D22005410006,NULL,NULL
J34D22005420006,NULL,NULL
J34D22005430006,NULL,NULL
J34D22005440006,NULL,NULL
J34D22005450006,NULL,NULL
J34D22005460006,NULL,NULL
J34D22005470006,NULL,NULL
J34D22005480006,NULL,NULL
J34D22005490006,NULL,NULL
J34D22005500006,NULL,NULL
J34D22005510006,NULL,NULL
J34D22005520006,NULL,NULL
J34D22005530006,NULL,NULL
J34D22005540006,NULL,NULL
J34D22005550006,NULL,NULL
J34D22005560006,NULL,NULL
J34D22005570006,NULL,NULL
J34D22005580006,NULL,NULL
J34D22005590006,NULL,NULL
J34D22005600006,NULL,NULL
J34D22005610006,NULL,NULL
J34D22005620006,NULL,NULL
J34D22005630006,NULL,NULL
J34D22005640006,NULL,NULL
J34D22005650006,NULL,NULL
J34D22005660006,NULL,NULL
J34D22005670006,NULL,NULL
J34D22005680006,NULL,NULL
J34D22005690006,NULL,NULL
J34D22005700006,NULL,NULL
J34D22005710006,NULL,NULL
J34D22005720006,NULL,NULL
J34D22005730006,NULL,NULL
J34D22005740006,NULL,NULL
J34D22005750006,NULL,NULL
J34D22005760006,NULL,NULL
J34D22005770006,NULL,NULL
J34D22005780006,NULL,NULL
J34D22005790006,NULL,NULL
J34D22005800006,NULL,NULL
J34D22005810006,NULL,NULL
J34D22005820006,NULL,NULL
J34D22005830006,NULL,NULL
J34D22005840006,NULL,NULL
J34D22005850006,NULL,NULL
J34D22005860006,NULL,NULL
J34D22005870006,NULL,NULL
J34D22005880006,NULL,NULL
J34D22005910006,NULL,NULL
J34D22005920006,NULL,NULL
J34D22005930006,NULL,NULL
J34D22005940006,NULL,NULL
J34D22005950006,NULL,NULL
J34D22005960006,NULL,NULL
J34D22005970006,NULL,NULL
J34D22005980006,NULL,NULL
J34D22005990006,NULL,NULL
J34D22006000006,NULL,NULL
J34D22006010006,NULL,NULL
J34D22006020006,NULL,NULL
J34D22006030006,NULL,NULL
J34D22006040006,NULL,NULL
J34D22006050006,NULL,NULL
J34D22006060006,NULL,NULL
J34D22006070006,NULL,NULL
J34D22006080006,NULL,NULL
J34D22006090006,NULL,NULL
J34D22006100006,NULL,NULL
J34D22006110006,NULL,NULL
J34D22006120006,NULL,NULL
J34D22006130006,NULL,NULL
J34D22006140006,NULL,NULL
J34D22006150006,NULL,NULL
J34D22006160006,NULL,NULL
J34D22006170006,NULL,NULL
J34D22006180006,NULL,NULL
J34D22006190006,NULL,NULL
J34D22006200006,NULL,NULL
J34D22006210006,NULL,NULL
J34D22006220006,NULL,NULL
J34D22006230006,NULL,NULL
J34D22006240006,NULL,NULL
J34D22006250006,NULL,NULL
J34D22006260006,NULL,NULL
J34D22006270006,NULL,NULL
J34D22006280006,NULL,NULL
J34D22006290006,NULL,NULL
J34D22006300006,NULL,NULL
J34D22006310006,NULL,NULL
J34D22006320006,NULL,NULL
J34D22006330006,NULL,NULL
J34D22006340006,NULL,NULL
J34D22006350006,NULL,NULL
J34D22006360006,NULL,NULL
J34D22006370006,NULL,NULL
J34D22006380006,NULL,NULL
J34D22006390006,NULL,NULL
J34D22006400006,NULL,NULL
J34D22006410006,NULL,NULL
J34D22006420006,NULL,NULL
J34D22006430006,NULL,NULL
J34D22006440006,NULL,NULL
J34D22006450006,NULL,NULL
J34D22006460006,NULL,NULL
J34D22006470006,NULL,NULL
J34D22006480006,NULL,NULL
J34D22006490006,NULL,NULL
J34D22006500006,NULL,NULL
J34D22006510006,NULL,NULL
J34D22006520006,NULL,NULL
J34D22006530006,NULL,NULL
J34D22006540006,NULL,NULL
J34D22006550006,NULL,NULL
J34D22006560006,NULL,NULL
J34D22007110006,NULL,NULL
J34D22007120006,NULL,NULL
J34D23001260001,NULL,NULL
J34D23001440001,NULL,NULL
J34D23001450001,NULL,NULL
J34D23001460001,NULL,NULL
J34D23002050001,NULL,NULL
J34D23002060001,NULL,NULL
J34D23002080001,NULL,NULL
J34D23002090001,NULL,NULL
J34D23002110001,NULL,NULL
J34D23002130001,NULL,NULL
J34D23004620006,NULL,NULL
J34D24001440001,NULL,NULL
J34D24001470001,NULL,NULL
J34D24001480001,NULL,NULL
J34E22001290006,NULL,NULL
J34H22000270006,NULL,NULL
J35E24000060001,NULL,NULL
J35E24000070001,NULL,NULL
J36G20000780001,NULL,NULL
J36G20000790001,NULL,NULL
J38E21000030004,NULL,NULL
J39I23000750002,NULL,NULL
J39J20001440001,NULL,NULL
J39J20001450001,NULL,NULL
J39J21006230001,NULL,NULL
J39J21006380001,NULL,NULL
J39J21007100001,NULL,NULL
J39J21007630001,NULL,NULL
J39J21012900001,NULL,NULL
J39J21012910001,NULL,NULL
J41D22000650006,NULL,NULL
J41D22000870001,NULL,NULL
J41D23000240001,NULL,NULL
J41J22003650001,NULL,NULL
J41J22003660001,NULL,NULL
J41J22003670001,NULL,NULL
J41J22003680001,NULL,NULL
J41J22003690001,NULL,NULL
J41J22003700001,NULL,NULL
J41J22003710001,NULL,NULL
J41J22003720001,NULL,NULL
J41J22003730001,NULL,NULL
J41J22003740001,NULL,NULL
J41J22003750001,NULL,NULL
J42E22000640001,NULL,NULL
J43C22001250001,NULL,NULL
J43C22001570001,NULL,NULL
J43C24000280001,NULL,NULL
J43H23000040002,NULL,NULL
J43I23000060006,97524654B6,NULL
J44C22001240001,NULL,NULL
J44C23000530004,NULL,NULL
J44D22001190001,NULL,NULL
J44D22001470001,NULL,NULL
J44D22001480001,NULL,NULL
J44D22001500001,NULL,NULL
J44D22001600006,NULL,NULL
J44D22001630006,NULL,NULL
J44D22001650006,NULL,NULL
J44D22001660006,NULL,NULL
J44D22001680006,NULL,NULL
J44D22001710006,NULL,NULL
J44D22001720006,NULL,NULL
J44D22001730006,NULL,NULL
J44D22001740006,NULL,NULL
J44D22001780006,NULL,NULL
J44D22001790006,NULL,NULL
J44D22001800006,NULL,NULL
J44D22001810006,NULL,NULL
J44D22001840006,NULL,NULL
J44D22001860006,NULL,NULL
J44D22001870006,NULL,NULL
J44D22001930006,NULL,NULL
J44D22001940006,NULL,NULL
J44D22001950006,NULL,NULL
J44D22002030006,NULL,NULL
J44D22002040006,NULL,NULL
J44D22002050006,NULL,NULL
J44D22002070006,NULL,NULL
J44D22002080006,NULL,NULL
J44D22002140006,NULL,NULL
J44D22002150006,NULL,NULL
J44D22002170006,NULL,NULL
J44D22002190006,NULL,NULL
J44D22002220006,NULL,NULL
J44D22002230006,NULL,NULL
J44D22002240006,NULL,NULL
J44D22002270006,NULL,NULL
J44D22002280006,NULL,NULL
J44D22002310006,NULL,NULL
J44D22002360006,NULL,NULL
J44D22002390006,NULL,NULL
J44D22002400006,NULL,NULL
J44D22002430006,NULL,NULL
J44D22002440006,NULL,NULL
J44D22002460006,NULL,NULL
J44D22002510006,NULL,NULL
J44D22002520006,NULL,NULL
J44D22003110006,9983982296,NULL
J44D22003110006,NULL,NULL
J44D22004330006,NULL,NULL
J44D22004340006,NULL,NULL
J44D22004350006,NULL,NULL
J44D22004360006,NULL,NULL
J44D23001430001,NULL,NULL
J44D23001670001,NULL,NULL
J44D23001690001,NULL,NULL
J44D23001700001,NULL,NULL
J44D24001370001,NULL,NULL
J44H22000080006,NULL,NULL
J44J23000120006,97200528A7,NULL
J44J23000120006,9711180F3D,NULL
J44J23000260006,NULL,NULL
J46C22000460006,A02F5F19E9,NULL
J47H19002430002,NULL,NULL
J47H19002440002,NULL,NULL
J47H19002450002,NULL,NULL
J47H19002470002,NULL,NULL
J49E19001510002,NULL,NULL
J49J21000080004,NULL,NULL
J49J21000100004,NULL,NULL
J49J21006290001,NULL,NULL
J49J21006320001,NULL,NULL
J49J21006380001,NULL,NULL
J49J21006470001,NULL,NULL
J49J21006480001,NULL,NULL
J49J21006680001,NULL,NULL
J49J21006690001,NULL,NULL
J49J21006740001,NULL,NULL
J49J21007070001,NULL,NULL
J51B21004510006,NULL,NULL
J51C23000900006,NULL,NULL
J51E22000190001,NULL,NULL
J51E22000210001,NULL,NULL
J51F22001140006,NULL,NULL
J51J21000070006,NULL,NULL
J52E22000590001,NULL,NULL
J52E22000600001,NULL,NULL
J53D21003310001,NULL,NULL
J54C22001430006,NULL,NULL
J54D22001890001,NULL,NULL
J54D22001950006,NULL,NULL
J54D22001980006,NULL,NULL
J54D22001990006,NULL,NULL
J54D22002010006,NULL,NULL
J54D22002020006,NULL,NULL
J54D22002030006,NULL,NULL
J54D22002050006,NULL,NULL
J54D22002060006,NULL,NULL
J54D22002080006,NULL,NULL
J54D22002100006,NULL,NULL
J54D22002110006,NULL,NULL
J54D22002120006,NULL,NULL
J54D22002160006,NULL,NULL
J54D22002170006,NULL,NULL
J54D22002190006,NULL,NULL
J54D22002230006,NULL,NULL
J54D22002240006,NULL,NULL
J54D22002250006,NULL,NULL
J54D22002300006,NULL,NULL
J54D22002330006,NULL,NULL
J54D22002340006,NULL,NULL
J54D22002380006,NULL,NULL
J54D22002390006,NULL,NULL
J54D22002410006,NULL,NULL
J54D22002430006,NULL,NULL
J54D22002460006,NULL,NULL
J54D22002520006,NULL,NULL
J54D22002530006,NULL,NULL
J54D22002550006,NULL,NULL
J54D22002570006,NULL,NULL
J54D22002610006,NULL,NULL
J54D22002620006,NULL,NULL
J54D22002640006,NULL,NULL
J54D22002760006,NULL,NULL
J54D22002790006,NULL,NULL
J54D22002840006,NULL,NULL
J54D22002890006,NULL,NULL
J54D22004880006,NULL,NULL
J54D22004890006,NULL,NULL
J54D22004900006,NULL,NULL
J54D22004910006,NULL,NULL
J54D22004930006,NULL,NULL
J54D22004940006,NULL,NULL
J54D22004950006,NULL,NULL
J54D22004960006,NULL,NULL
J54D22004970006,NULL,NULL
J54D22004980006,NULL,NULL
J54D22004990006,NULL,NULL
J54D22005010006,NULL,NULL
J54D22005020006,NULL,NULL
J54D22005030006,NULL,NULL
J54D22005040006,NULL,NULL
J54D22005050006,NULL,NULL
J54D22005060006,NULL,NULL
J54D22005070006,NULL,NULL
J54D22005080006,NULL,NULL
J54D22005090006,NULL,NULL
J54D22005120006,NULL,NULL
J54D22005130006,NULL,NULL
J54D22005150006,NULL,NULL
J54D22005160006,NULL,NULL
J54D22005170006,NULL,NULL
J54D22005180006,NULL,NULL
J54D22005190006,NULL,NULL
J54D22005200006,NULL,NULL
J54D22005210006,NULL,NULL
J54D22005220006,NULL,NULL
J54D22005230006,NULL,NULL
J54D22005240006,NULL,NULL
J54D22005250006,NULL,NULL
J54D22005260006,NULL,NULL
J54D22005270006,NULL,NULL
J54D22005280006,NULL,NULL
J54D22005290006,NULL,NULL
J54D22005300006,NULL,NULL
J54D22005310006,NULL,NULL
J54D22005320006,NULL,NULL
J54D22005330006,NULL,NULL
J54D23001400001,NULL,NULL
J54H22000170001,NULL,NULL
J54J23000130006,97505990D8,NULL
J58G22000030007,NULL,NULL
J59J21005980001,NULL,NULL
J59J21006030001,NULL,NULL
J59J21006190001,NULL,NULL
J59J21010730006,NULL,NULL
J59J21012050001,NULL,NULL
J59J21013660007,NULL,NULL
J61B21005830006,NULL,NULL
J61D22001680001,NULL,NULL
J61E22000210001,NULL,NULL
J61J22002760001,NULL,NULL
J61J22002770001,NULL,NULL
J61J22002780001,NULL,NULL
J61J22002790001,NULL,NULL
J61J22002800001,NULL,NULL
J61J22002810001,NULL,NULL
J62E22000740001,NULL,NULL
J62E22000790001,NULL,NULL
J62E22000800001,NULL,NULL
J62E22000810001,NULL,NULL
J62E22000820001,NULL,NULL
J64D22001190001,NULL,NULL
J64D22001230001,NULL,NULL
J64D22001480001,NULL,NULL
J64D22001490001,NULL,NULL
J64D22001500001,NULL,NULL
J64D22001510001,NULL,NULL
J64D22001520001,NULL,NULL
J64D22001590006,NULL,NULL
J64D22001600006,NULL,NULL
J64D22001610006,NULL,NULL
J64D22001650006,NULL,NULL
J64D22001670006,NULL,NULL
J64D22001680006,NULL,NULL
J64D22001740006,NULL,NULL
J64D22001750006,NULL,NULL
J64D22001780006,NULL,NULL
J64D22001790006,NULL,NULL
J64D22001840006,NULL,NULL
J64D22001870006,NULL,NULL
J64D22001880006,NULL,NULL
J64D22001930006,NULL,NULL
J64D22001950006,NULL,NULL
J64D22001990006,NULL,NULL
J64D22002000006,NULL,NULL
J64D22002010006,NULL,NULL
J64D22002030006,NULL,NULL
J64D22002040006,NULL,NULL
J64D22002060006,NULL,NULL
J64D22002070006,NULL,NULL
J64D22002150006,NULL,NULL
J64D22002180006,NULL,NULL
J64D22002200006,NULL,NULL
J64D22002230006,NULL,NULL
J64D22002240006,NULL,NULL
J64D22002290006,NULL,NULL
J64D22002420006,NULL,NULL
J64D22002440006,NULL,NULL
J64D22002500006,NULL,NULL
J64D22002550006,NULL,NULL
J64D22004300006,NULL,NULL
J64D22004310006,NULL,NULL
J64D22004320006,NULL,NULL
J64D22004330006,NULL,NULL
J64D22004340006,NULL,NULL
J64D22004350006,NULL,NULL
J64D22004360006,NULL,NULL
J64D22004370006,NULL,NULL
J64D22004380006,NULL,NULL
J64D22004390006,NULL,NULL
J64D22004400006,NULL,NULL
J64D22004410006,NULL,NULL
J64D22004420006,NULL,NULL
J64D22004430006,NULL,NULL
J64D22004440006,NULL,NULL
J64D22004450006,NULL,NULL
J64D22004460006,NULL,NULL
J64D22004470006,NULL,NULL
J64D22004480006,NULL,NULL
J64D22004490006,NULL,NULL
J64D22004500006,NULL,NULL
J64D22004510006,NULL,NULL
J64D22004520006,NULL,NULL
J64D22004530006,NULL,NULL
J64D22004540006,NULL,NULL
J64D22004550006,NULL,NULL
J64D22004560006,NULL,NULL
J64D22004570006,NULL,NULL
J64D22004580006,NULL,NULL
J64D22004590006,NULL,NULL
J64D22004600006,NULL,NULL
J64D22004610006,NULL,NULL
J64D22004620006,NULL,NULL
J64D22004640006,NULL,NULL
J64D22004650006,NULL,NULL
J64D22004660006,NULL,NULL
J64D22004670006,NULL,NULL
J64D22004680006,NULL,NULL
J64D22004690006,NULL,NULL
J64D22004700006,NULL,NULL
J64D22004710006,NULL,NULL
J64D22004720006,NULL,NULL
J64D22004730006,NULL,NULL
J64D22004740006,NULL,NULL
J64D22004750006,NULL,NULL
J64D22004760006,NULL,NULL
J64D22004770006,NULL,NULL
J64D22004780006,NULL,NULL
J64D22004800006,NULL,NULL
J64D22004810006,NULL,NULL
J64D22004820006,NULL,NULL
J64D22004830006,NULL,NULL
J64D22004840006,NULL,NULL
J64D22004850006,NULL,NULL
J64D22004860006,NULL,NULL
J64D22004870006,NULL,NULL
J64D22004880006,NULL,NULL
J64D22004890006,NULL,NULL
J64D22004900006,NULL,NULL
J64D22004910006,NULL,NULL
J64D22004920006,NULL,NULL
J64D22004930006,NULL,NULL
J64D22004940006,NULL,NULL
J64D22004950006,NULL,NULL
J64D22004960006,NULL,NULL
J64D22004970006,NULL,NULL
J64D23001280001,NULL,NULL
J64D23001290001,NULL,NULL
J64D23001640001,NULL,NULL
J64D23001650001,NULL,NULL
J64D23001660001,NULL,NULL
J64D23001670001,NULL,NULL
J64D23001690001,NULL,NULL
J64D24001510001,NULL,NULL
J64D24001540001,NULL,NULL
J64E22000450006,NULL,NULL
J64E22000460006,NULL,NULL
J64E22000470006,NULL,NULL
J64E22000480006,NULL,NULL
J64E22000490006,NULL,NULL
J64E22000500006,NULL,NULL
J64E22000510006,NULL,NULL
J64E22000520006,NULL,NULL
J64E22000530006,NULL,NULL
J64E22000540006,NULL,NULL
J64E22000550006,NULL,NULL
J64E22000560006,NULL,NULL
J64E22000570006,NULL,NULL
J64E22000580006,NULL,NULL
J64E22000590006,NULL,NULL
J64H22000190007,NULL,NULL
J64H23000200006,NULL,NULL
J65B23000090006,9737278002,NULL
J66F24000140006,NULL,NULL
J69J21006060001,NULL,NULL
J69J21006220001,NULL,NULL
J69J21006490001,NULL,NULL
J69J21006560001,NULL,NULL
J69J21006610001,NULL,NULL
J69J21006860001,NULL,NULL
J69J21006910001,NULL,NULL
J69J21012710001,NULL,NULL
J69J21012800001,NULL,NULL
J69J21013070001,NULL,NULL
J69J21013310001,NULL,NULL
J71J22002610001,NULL,NULL
J71J22002620001,NULL,NULL
J71J22002630001,NULL,NULL
J71J22002640001,NULL,NULL
J71J22002650001,NULL,NULL
J74D22001180001,NULL,NULL
J74D22001380001,NULL,NULL
J74D22001390001,NULL,NULL
J74D22001460006,NULL,NULL
J74D22001470006,NULL,NULL
J74D22001510006,NULL,NULL
J74D22001530006,NULL,NULL
J74D22001540006,NULL,NULL
J74D22001580006,NULL,NULL
J74D22001600006,NULL,NULL
J74D22001620006,NULL,NULL
J74D22001650006,NULL,NULL
J74D22001660006,NULL,NULL
J74D22001670006,NULL,NULL
J74D22001680006,NULL,NULL
J74D22001700006,NULL,NULL
J74D22001710006,NULL,NULL
J74D22001740006,NULL,NULL
J74D22001750006,NULL,NULL
J74D22001780006,NULL,NULL
J74D22001790006,NULL,NULL
J74D22001820006,NULL,NULL
J74D22001830006,NULL,NULL
J74D22001890006,NULL,NULL
J74D22001900006,NULL,NULL
J74D22001940006,NULL,NULL
J74D22001950006,NULL,NULL
J74D22001980006,NULL,NULL
J74D22001990006,NULL,NULL
J74D22002030006,NULL,NULL
J74D22002040006,NULL,NULL
J74D22002060006,NULL,NULL
J74D22002110006,NULL,NULL
J74D22002130006,NULL,NULL
J74D22002150006,NULL,NULL
J74D22002160006,NULL,NULL
J74D22002200006,NULL,NULL
J74D22002230006,NULL,NULL
J74D22002270006,NULL,NULL
J74D22002280006,NULL,NULL
J74D22002350006,NULL,NULL
J74D22002370006,NULL,NULL
J74D22002410006,NULL,NULL
J74D22002420006,NULL,NULL
J74D22002500006,NULL,NULL
J74D22002520006,NULL,NULL
J74D22002530006,NULL,NULL
J74D22003370006,9961095BA0,NULL
J74D22004180006,NULL,NULL
J74D22004210006,NULL,NULL
J74D22004220006,NULL,NULL
J74D22004230006,NULL,NULL
J74D22004240006,NULL,NULL
J74D22004250006,NULL,NULL
J74D22004260006,NULL,NULL
J74D22004270006,NULL,NULL
J74D22004300006,NULL,NULL
J74D22004310006,NULL,NULL
J74D22004320006,NULL,NULL
J74D23001140001,NULL,NULL
J74D23001200001,NULL,NULL
J74D23001210001,NULL,NULL
J74D23001460001,NULL,NULL
J74D23001470001,NULL,NULL
J74D24001340001,NULL,NULL
J74D24001350001,NULL,NULL
J74E20001390006,14219928E9,NULL
J74H22000170006,NULL,NULL
J74H22000230005,NULL,NULL
J74J23000290006,NULL,NULL
J75B23000040001,A025DBCEF8,NULL
J77B22000020006,A042908511,NULL
J77H21002280002,NULL,NULL
J79J21006320001,NULL,NULL
J79J21006420001,NULL,NULL
J79J21006720001,NULL,NULL
J79J21006920001,NULL,NULL
J79J21007360001,NULL,NULL
J79J21013180001,NULL,NULL
J81B21010210001,NULL,NULL
J81D22001980001,NULL,NULL
J81D22001990001,NULL,NULL
J81D22002010001,NULL,NULL
J81D23000220001,NULL,NULL
J81F22003250006,NULL,NULL
J81F22003260006,NULL,NULL
J81F22003270006,NULL,NULL
J81F22003280006,NULL,NULL
J81F22003290006,NULL,NULL
J81F22003300006,NULL,NULL
J81F22003310006,NULL,NULL
J81F22003330006,NULL,NULL
J81J22003480001,NULL,NULL
J81J22003490001,NULL,NULL
J81J22003500001,NULL,NULL
J81J22003510001,NULL,NULL
J81J22003520001,NULL,NULL
J81J22003530001,NULL,NULL
J81J22003540001,NULL,NULL
J81J22003550001,NULL,NULL
J81J22003560001,NULL,NULL
J81J22003570001,NULL,NULL
J82E22000600001,NULL,NULL
J82E22000620001,NULL,NULL
J82E22000640001,NULL,NULL
J82E22000660001,NULL,NULL
J82E22000670001,NULL,NULL
J82E22000680001,NULL,NULL
J82E22000720001,NULL,NULL
J82E22000740001,NULL,NULL
J82E22000800001,NULL,NULL
J82E22000830001,NULL,NULL
J82E22000840001,NULL,NULL
J82E22000850001,NULL,NULL
J83C22002080007,NULL,NULL
J83C22002100007,NULL,NULL
J83C22002110007,NULL,NULL
J83C22002130007,NULL,NULL
J83C22002280007,NULL,NULL
J83D21002600005,NULL,NULL
J84D22001960001,NULL,NULL
J84D22002010001,NULL,NULL
J84D22002430001,NULL,NULL
J84D22002450001,NULL,NULL
J84D22002470001,NULL,NULL
J84D22002490001,NULL,NULL
J84D22002500001,NULL,NULL
J84D22002510001,NULL,NULL
J84D22002660006,NULL,NULL
J84D22002680006,NULL,NULL
J84D22002700006,NULL,NULL
J84D22002710006,NULL,NULL
J84D22002720006,NULL,NULL
J84D22002730006,NULL,NULL
J84D22002740006,NULL,NULL
J84D22002760006,NULL,NULL
J84D22002780006,NULL,NULL
J84D22002790006,NULL,NULL
J84D22002820006,NULL,NULL
J84D22002830006,NULL,NULL
J84D22002880006,NULL,NULL
J84D22002900006,NULL,NULL
J84D22002920006,NULL,NULL
J84D22002960006,NULL,NULL
J84D22003000006,NULL,NULL
J84D22003030006,NULL,NULL
J84D22003050006,NULL,NULL
J84D22003060006,NULL,NULL
J84D22003090006,NULL,NULL
J84D22003110006,NULL,NULL
J84D22003120006,NULL,NULL
J84D22003150006,NULL,NULL
J84D22003160006,NULL,NULL
J84D22003170006,NULL,NULL
J84D22003180006,NULL,NULL
J84D22003200006,NULL,NULL
J84D22003220006,NULL,NULL
J84D22003240006,NULL,NULL
J84D22003250006,NULL,NULL
J84D22003300006,NULL,NULL
J84D22003350006,NULL,NULL
J84D22003420006,NULL,NULL
J84D22003430006,NULL,NULL
J84D22003450006,NULL,NULL
J84D22003460006,NULL,NULL
J84D22003520006,NULL,NULL
J84D22003540006,NULL,NULL
J84D22003580006,NULL,NULL
J84D22003590006,NULL,NULL
J84D22003600006,NULL,NULL
J84D22003610006,NULL,NULL
J84D22003640006,NULL,NULL
J84D22003650006,NULL,NULL
J84D22003670006,NULL,NULL
J84D22003690006,NULL,NULL
J84D22003700006,NULL,NULL
J84D22003740006,NULL,NULL
J84D22003750006,NULL,NULL
J84D22003780006,NULL,NULL
J84D22003820006,NULL,NULL
J84D22003830006,NULL,NULL
J84D22003850006,NULL,NULL
J84D22003930006,NULL,NULL
J84D22006450006,NULL,NULL
J84D22006460006,NULL,NULL
J84D22006470006,NULL,NULL
J84D22006480006,NULL,NULL
J84D22006490006,NULL,NULL
J84D22006500006,NULL,NULL
J84D22006510006,NULL,NULL
J84D22006520006,NULL,NULL
J84D22006530006,NULL,NULL
J84D22006540006,NULL,NULL
J84D22006550006,NULL,NULL
J84D22006560006,NULL,NULL
J84D22006570006,NULL,NULL
J84D22006580006,NULL,NULL
J84D22006590006,NULL,NULL
J84D22006600006,NULL,NULL
J84D22006610006,NULL,NULL
J84D22006620006,NULL,NULL
J84D22006630006,NULL,NULL
J84D22006640006,NULL,NULL
J84D22006650006,NULL,NULL
J84D22006660006,NULL,NULL
J84D22006670006,NULL,NULL
J84D22006680006,NULL,NULL
J84D22006690006,NULL,NULL
J84D22006700006,NULL,NULL
J84D22006710006,NULL,NULL
J84D22006720006,NULL,NULL
J84D22006730006,NULL,NULL
J84D22006740006,NULL,NULL
J84D22006750006,NULL,NULL
J84D22006760006,NULL,NULL
J84D22006770006,NULL,NULL
J84D22006780006,NULL,NULL
J84D22006790006,NULL,NULL
J84D22006800006,NULL,NULL
J84D22006810006,NULL,NULL
J84D22006820006,NULL,NULL
J84D22006830006,NULL,NULL
J84D22006840006,NULL,NULL
J84D22006850006,NULL,NULL
J84D22006860006,NULL,NULL
J84D22006870006,NULL,NULL
J84D22006880006,NULL,NULL
J84D22006890006,NULL,NULL
J84D22006900006,NULL,NULL
J84D22006910006,NULL,NULL
J84D22006920006,NULL,NULL
J84D22006930006,NULL,NULL
J84D22006940006,NULL,NULL
J84D22006950006,NULL,NULL
J84D22006960006,NULL,NULL
J84D22006980006,NULL,NULL
J84D22006990006,NULL,NULL
J84D22007000006,NULL,NULL
J84D22007010006,NULL,NULL
J84D22007020006,NULL,NULL
J84D22007030006,NULL,NULL
J84D22007040006,NULL,NULL
J84D22007050006,NULL,NULL
J84D22007060006,NULL,NULL
J84D22007070006,NULL,NULL
