"tipo_id","tipo_label","n","titolo","data_pubblicazione","download_titolo","download_url"
"OC","ordinanze commissariali","97","Disposizioni straordinarie per il pagamento dei lavori, spese tecniche, nonché acquisto o ripristino di beni mobili strumentali e scorte, conseguenti ai provvedimenti assunti dal Governo per mitigare gli effetti negativi sul sistema economico conseguenti alle misure restrittive adottate per il contenimento del contagio da COVID-19.","","Ordinanza n. 97 del 1 aprile 2020, registrata in data 06/04/2020 al n. 595","https://sisma2016.gov.it/wp-content/uploads/2020/04/Ordinanza-n.-97-Sal-emergenza-coronavirus-def._signed.pdf"
"OC","ordinanze commissariali","98","Contributi INAIL per la messa in sicurezza di immobili produttivi. Nuove modalità e criteri per la concessione alle imprese di contributi in conto capitale in attuazione dell’articolo 23 del decreto-legge 17 ottobre 2016, n.189, convertito con modificazioni dalla legge 15 dicembre 2016, n. 229, pubblicata sulla Gazzetta Ufficiale n.294 del 17 dicembre 2016","","Ordinanza n. 98 del 9 maggio 2020, registrata in data 12/05/2020 al n. 1017","https://sisma2016.gov.it/wp-content/uploads/2020/05/Ordinanza-n.-98_9_maggio_signed.pdf"
"OC","ordinanze commissariali","99","Art. 3, comma 4-bis, del Decreto Legge n. 189 del 2016. Definizione delle modalità e dei criteri per lo svolgimento da parte dei Comuni della istruttoria per le concessioni di contributo e di tutti i conseguenti adempimenti.","","Ordinanza n. 99 del 30 aprile 2020, registrata in data 11 maggio 2020 al numero 1007","https://sisma2016.gov.it/wp-content/uploads/2020/05/ORDINANZA-N.-99-DELEGA-AI-COMUNI-30.04.2020_signed.pdf"
"OC","ordinanze commissariali","100","Attuazione della semplificazione ed accelerazione della ricostruzione privata, definizione dei limiti di importo e delle modalità procedimentali per la presentazione delle domande di contributo, anche ai sensi dell’articolo 12-bis del decreto legge n.189 del 2016, convertito con modificazioni dalla legge n. 229 del 2016.","","Ordinanza n. 100 del 9 maggio 2020, registrata in data 12/05/2020 al n. 1016","https://sisma2016.gov.it/wp-content/uploads/2020/05/Ordinanza-n.-100_9_maggio_signed.pdf"
"OC","ordinanze commissariali","101","Individuazione dei Comuni maggiormente colpiti dagli eventi sismici del 2016 ai sensi dell’art. 3 bis del decreto legge 123 del 2016","","Ordinanza n. 101 del 30 aprile 2020, registrata in data 11 maggio 2020 al numero 1006","https://sisma2016.gov.it/wp-content/uploads/2020/05/ORDINANZA-N.-101-COMUNI-PIU-COLPITI-30.04.2020_signed.pdf"
"OC","ordinanze commissariali","102","Approvazione dello schema di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’Impresa S.p.a. . INVITALIA per il supporto amministrativo per l’accesso ai contributi di cui all’art. 23 comma 1 del decreto legge 17 ottobre 2016 n. 189 per il finanziamento dei progetti di investimento e formazione in materia di salute e sicurezza sul lavoro.","","Ordinanza n. 102 del 25 maggio 2020, registrata in data 28 maggio 2020 al numero 1166","https://sisma2016.gov.it/wp-content/uploads/2020/05/Ordinanza-n.-102-del-25.05.2020-Convenzione-Invitali-per-Inail_signed.pdf"
"OC","ordinanze commissariali","103","Termini di scadenza della domanda per danni lievi, differimento dei termini per effetto Covid-19 e misure in favore dei professionisti.","","Ordinanza n. 103 del 29 giugno 2020, registrata in data 3 agosto 2020 al numero 1756","https://sisma2016.gov.it/wp-content/uploads/2020/06/Ordinanza-n.-103-del-29-giugno-2020_signed.pdf"
"OC","ordinanze commissariali","104","Modalità per l'assegnazione dei contributi di cui all'articolo 9-undetricies del decreto-legge 24 ottobre 2019 n.123, ai comuni di cui agli allegati 1, 2 e 2-bis al decreto-legge 17 ottobre 2016, n.189 con meno di 30.000 abitanti.","","Ordinanza n. 104 del 29 giugno 2020, registrata in data 9 luglio 2020 al numero 1556","https://sisma2016.gov.it/wp-content/uploads/2020/06/Ordinanza-n.-104-del-29-giugno-2020_signed.pdf"
"OC","ordinanze commissariali","105","Semplificazione della ricostruzione degli edifici di culto","","Ordinanza n. 105 del 17 settembre 2020, registrata in data 21 settembre 2020 al numero 2161","https://sisma2016.gov.it/wp-content/uploads/2020/09/Ordinanza-n.-105-Semplificazione-ricostruzione-chiese-def._signed-1.pdf"
"OC","ordinanze commissariali","106","Organizzazione della Struttura centrale del Commissario Straordinario del Governo per la ricostruzione nei territori delle Regioni di Abruzzo, Lazio, Marche e Umbria interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016.","","Ordinanza n. 106 del 17 settembre 2020, registrata in data 21 settembre 2020 al numero 2162","https://sisma2016.gov.it/wp-content/uploads/2020/09/Ordinanza-n.-106-organizzazione-struttura-commissariale-def_signed.pdf"
"OC","ordinanze commissariali","107","Linee Guida sui Programmi Straordinari di Ricostruzione, indirizzi per la pianificazione e ulteriori disposizioni di accelerazione della ricostruzione privata","","Ordinanza n. 107 del 22 agosto 2020, registrata in data 15 settembre 2020 al numero 2119","https://sisma2016.gov.it/wp-content/uploads/2020/09/Ordinanza-n.-107-del-22.08.20202-Programmi-straordinari-di-ricostruzione_signed.pdf"
"OC","ordinanze commissariali","108","Disciplina dei compensi dei professionisti in attuazione dell'art. 34 comma 5 del dl 189/2016, come modificato dall’art. 57 del decreto legge 14 agosto 2020 n. 104, e ulteriori disposizioni.","10/10/2020","Ordinanza n. 108 del 10 ottobre 2020, registrata in data 15 ottobre 2020 al numero 2276","https://sisma2016.gov.it/wp-content/uploads/2020/10/Ordinanza_108_10_ottobre_2020.pdf"
"OC","ordinanze commissariali","109","Approvazione elenco unico dei programmi delle opere pubbliche nonché disposizioni organizzative e definizione delle procedure di semplificazione e accelerazione della ricostruzione pubblica.","23/12/2020","Ordinanza n. 109 del 23 dicembre 2020, registrata in data 04/01/2021 al numero 2","https://sisma2016.gov.it/wp-content/uploads/2020/12/109_ORDINANZA_OPERE-PUBBLICHE_DEFINITIVA_signed.pdf"
"OC","ordinanze commissariali","110","Indirizzi per l’esercizio dei poteri commissariali di cui all’articolo 11, comma 2, del Decretolegge n. 16 luglio 2020, n. 76, recante “Misure urgenti per la semplificazione e l’innovazione digitale”, convertito, con modificazioni, dalla legge 11 settembre 2020, n. 120.","21/11/2020","Ordinanza n. 110 del 21 novembre 2020, registrata in data 4 dicembre 2020 al numero 2770, modificata con ordinanze nn. 114 del 2021 e 123 del 2021 (TESTO NON COORDINATO)","https://sisma2016.gov.it/wp-content/uploads/2020/11/Ordinanza-n.-110-poteri-speciali_signed.pdf"
"OC","ordinanze commissariali","111","Norme di completamento ed integrazione della disciplina sulla ricostruzione privata","23/12/2020","Ordinanza n. 111 del 23 dicembre 2020, registrata in data 08 gennaio 2021 al numero 35","https://sisma2016.gov.it/wp-content/uploads/2020/12/ordinanza_111_2020_signed.pdf"
"OC","ordinanze commissariali","112","Approvazione degli schemi di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’impresa S.p.A. - INVITALIA e con Fintecna S.p.a per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo – contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria.","23/12/2020","Ordinanza n. 112 del 23 dicembre 2020, registrata in data 08 gennaio 2021 al numero 36","https://sisma2016.gov.it/wp-content/uploads/2020/12/ordinanza_112_2020_Convenzioni_Fintecna_Invitalia_DEF_signed.pdf"
"OC","ordinanze commissariali","113","Approvazione schema di Accordo di collaborazione ai sensi dell’articolo 15 della legge n.241 del 1990 tra il Commissario Straordinario e l’Autorità di Bacino Distrettuale dell’Appennino Centrale per la revisione degli areali a pericolosità da frana elevata (P3) e molto elevata (P4) delle aree PAI interagenti con le previsioni della ricostruzione nei comuni interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016.","31/12/2020","Ordinanza n. 113 del 31 dicembre 2020, registrata il 19 gennaio 2021 al numero 128","https://sisma2016.gov.it/wp-content/uploads/2020/12/Ordinanza-n.-113-Autorità-di-bacino.pdf"
"OC","ordinanze commissariali","114","Disposizioni di modifica e integrazione delle ordinanze vigenti in materia di ricostruzione privata e pubblica e disciplina degli interventi a favore delle micro, piccole e medie imprese nelle zone colpite dagli eventi sismici ai sensi dell’art. 24 del decreto legge 24 agosto 2016, n. 189”","30/04/2021","Ordinanza n. 114 del 9 aprile 2021, registrata in data 30 aprile 2021 al numero 1017","https://sisma2016.gov.it/wp-content/uploads/2021/04/Ordinanza-114-9-aprile-2021-_signed-2.pdf"
"OC","ordinanze commissariali","115","Organizzazione della Struttura centrale del Commissario Straordinario del Governo per la ricostruzione nei territori delle Regioni di Abruzzo, Lazio, Marche e Umbria interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016.","09/04/2021","Ordinanza n. 115 del 9 aprile 2021, registrata in data 26 aprile 2021 al numero 978","https://sisma2016.gov.it/wp-content/uploads/2021/04/Ordinanza-n-115-del-9-aprile-2021-_signed.pdf"
"OC","ordinanze commissariali","116","Riordino e razionalizzazione delle vigenti disposizioni in materia di riparazione, restauro, ripristino e ricostruzione degli immobili di interesse culturale e paesaggistico appartenenti a soggetti privati","01/06/2021","Ordinanza n. 116 del 6 maggio 2021, registrata in data 1 giugno 2021 al numero 1415","https://sisma2016.gov.it/wp-content/uploads/2021/05/ordinanza-116.pdf"
"OC","ordinanze commissariali","117","Disposizioni di modifica e integrazione delle ordinanze vigenti","29/07/2021","Ordinanza n. 117 del 29 luglio 2021, registrata in data 02 agosto 2021 al numero 2049","https://sisma2016.gov.it/wp-content/uploads/2021/07/ordinanza-117-29-luglio-2021-_signed.pdf"
"OC","ordinanze commissariali","118","Disposizioni relative alle attività delle imprese operanti nella ricostruzione e integrazioni delle ordinanze vigenti in materia di ripresa delle attività produttive danneggiate dal sisma","07/09/2021","Ordinanza n. 118 del 07 settembre 2021, registrata in data 24 settembre al numero 2339","https://sisma2016.gov.it/wp-content/uploads/2021/09/Ordinanza-118_MOD_7_settembre_2021_signed.pdf"
"OC","ordinanze commissariali","119","Disciplina degli interventi in aree interessate da Faglie Attive e Capaci e da altri dissesti idro-geomorfologici","08/09/2021","Ordinanza n. 119 dell' 08 settembre 2021, registrata in data 24 settembre 2021 al numero 2338","https://sisma2016.gov.it/wp-content/uploads/2021/09/ordinanza-n.-119-13-agosto-2021-FAC-modifiche-08_09_2021_signed.pdf"
"OC","ordinanze commissariali","120","Disciplina sulla concessione di contributi per gli eccezionali eventi metereologici verificatisi nel gennaio 2017, ulteriori disposizioni relative alla sovrapposizione tra sisma 2009 e 2016, e disposizioni relative agli immobili di interesse culturale e paesaggistico di cui all’ordinanza n. 116/2021","13/08/2021","Ordinanza n. 120 del 13 agosto 2021, registrata in data 22 agosto al numero 2156","https://sisma2016.gov.it/wp-content/uploads/2021/08/Ordinanza-120-13-agosto-2021-cratere-nevoso-e-doppio-sisma_signed.pdf"
"OC","ordinanze commissariali","121","Armonizzazione delle scadenze relative ai danni lievi e disposizioni integrative in materia di manifestazione di volontà alla presentazione del contributo, ex art.9 dell’ordinanza commissariale n.111 del 23 dicembre 2020, nonché di revisione dei prezzi e dei costi parametrici, di cui agli artt.6, 7 e 8 dell’ordinanza commissariale n.118 del 7 settembre 2021","22/10/2021","Ordinanza n. 121 del 22 ottobre 2021, registrata in data 2 novembre al numero 2691","https://sisma2016.gov.it/wp-content/uploads/2021/10/Ord-121-22-ottobre-2021_signed.pdf"
"OC","ordinanze commissariali","122","Approvazione degli interventi di cui al Contratto istituzionale di sviluppo – Area sisma del 14 settembre 2021 e disposizioni di organizzazione e semplificazione delle relative procedure.","31/12/2021","Ordinanza n. 122 del 31 dicembre 2021, registrata in data 1 febbraio 2022 al numero 203","https://sisma2016.gov.it/wp-content/uploads/2021/12/Ordinanza_-122-CIS_31dic_signed.pdf"
"OC","ordinanze commissariali","123","Armonizzazione delle scadenze relative ai danni gravi, ulteriori disposizioni in materia di proroga dei termini, di revisione dei prezzi e dei costi parametrici, di cui all’ordinanze commissariali n.118 del 7 settembre 2021 e n.121 del 22 ottobre 2021, nonché disposizioni integrative, modificative e correttive delle ordinanze n. 8 del 14 dicembre 2016, n. 13 del 9 gennaio 2017, n. 19 del 7 aprile 2017, n. 61 del 1^ agosto 2018, n.110 del 21 novembre 2020, n.119 del 8 settembre 2021, n.116 del 13 agosto 2021","31/12/2021","Ordinanza n. 123 del 31 dicembre 2021, registrata in data 1 febbraio al numero 204","https://sisma2016.gov.it/wp-content/uploads/2021/12/ORDINANZA-123-PROROGHE-31-DICEMBRE_signed.pdf"
"OC","ordinanze commissariali","124","Modifiche all’ordinanza n.123 del 31 dicembre 2021 recante: “Armonizzazione delle scadenze relative ai danni gravi, ulteriori disposizioni in materia di proroga dei termini, di revisione dei prezzi e dei costi parametrici, di cui all’ordinanze commissariali n.118 del 7 settembre 2021 e n.121 del 22 ottobre 2021, nonché disposizioni integrative, modificative e correttive delle ordinanze n. 8 del 14 dicembre 2016, n. 13 del 9 gennaio 2017, n. 19 del 7 aprile 2017, n. 61 del 1^ agosto 2018, n.110 del 21 novembre 2020, n.119 del 8 settembre 2021, n.116 del 13 agosto 2021”.","1/02/2022","Ordinanza n. 124 del 1 febbraio 2022, registrata in data 1 febbraio 2022 al numero 194","https://sisma2016.gov.it/wp-content/uploads/2022/02/Ordinanza_n_124_del_1_febbraio_2022_signed.pdf"
"OC","ordinanze commissariali","125","Approvazione degli schemi di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’impresa S.p.a. - INVITALIA e con Fintecna S.p.a per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo – contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria Anno 2022.","10/02/2022","Ordinanza n. 125 del 10 febbraio 2022, registrata in data 16 febbraio 2022 al numero 372","https://sisma2016.gov.it/wp-content/uploads/2022/02/Ordinanza-n.-125_2022-e-relativi-allegati_signed.pdf"
"OC","ordinanze commissariali","126","Misure in materia di eccezionale aumento dei costi delle materie prime nella ricostruzione ed altre disposizioni e modifiche e integrazioni ad altre ordinanze vigenti","24/05/2022","Ordinanza n. 126 del 28 aprile 2022, registrata in data 24 maggio 2022 al numero 1324","https://sisma2016.gov.it/wp-content/uploads/2022/05/Ordinanza-rev-prezzi-n.-126-del-28.04.2022_signed.pdf"
"OC","ordinanze commissariali","127","“Proroga di termini per gli adempimenti previsti nell’ambito della ricostruzione privata.”","01/06/2022","Ordinanza n. 127 del 01 giugno 2022, registrata in data 16 giugno 2022 al numero 1618","https://sisma2016.gov.it/wp-content/uploads/2022/06/ORDINANZA-127-1-giugno-2022-PROROGA-DECADENZA-CAS-CON-REVOCA-ZONE-ROSSE_signed.pdf"
"OC","ordinanze commissariali","128","Approvazione Programma stralcio degli edifici di culto per l’ottavo centenario dalla morte di San Francesco D’Assisi, Patrono d’Italia; approvazione del programma di sviluppo relativo agli interventi per la promozione del turismo lento in attuazione dell’articolo 9-duodetricies del decreto legge n. 123 del 24 ottobre 2019 e disposizioni di organizzazione e semplificazione delle relative procedure; disposizioni riguardanti l’armonizzazione delle scadenze concernenti la presentazione delle istanze di contributo per la ricostruzione privata","13/10/2022","Ordinanza n. 128 del 13 ottobre 2022, registrata in data 15 novembre 2022 al numero 2847","https://sisma2016.gov.it/wp-content/uploads/2022/10/Ordinanza-n.-128-del-13-ottobre-2022_signed.pdf"
"OC","ordinanze commissariali","129","Approvazione del Programma straordinario di Rigenerazione Urbana connessa al sisma e del Nuovo Piano di ricostruzione di altre opere pubbliche per le Regioni Abruzzo, Lazio e Umbria nonché dell’elenco degli interventi per il recupero del tessuto socio-economico delle aree colpite dal sisma finanziati con i fondi della Camera dei deputati per la Regione Abruzzo.","29/12/2022","Ordinanza n. 129 del 13 dicembre 2022, registrata in data 27 dicembre 2022 al numero 3296","https://sisma2016.gov.it/wp-content/uploads/2022/12/Ordinanza-n-129-13-dicembre-2022-Rigenerazione-sisma_signed.pdf"
"OC","ordinanze commissariali","130","Approvazione del Testo unico della ricostruzione privata","15/12/2022","Ordinanza n. 130 del 15 dicembre 2022, registrata in data 27 dicembre 2022 al numero 3294","https://sisma2016.gov.it/wp-content/uploads/2022/12/Ordinanza-n.-130-del-15-dicembre-2022-Testo-unico_signed.pdf"
"OC","ordinanze commissariali","131","Disposizioni di coordinamento e differimento termini della ricostruzione privata e pubblica","30/12/2022","Ordinanza n. 131 del 30 dicembre 2022, registrata in data 18 gennaio 2023 al numero 234","https://sisma2016.gov.it/wp-content/uploads/2022/12/Ordinanza-n-131-del-30-dicembre-2022-alla-firma_signed.pdf"
"OC","ordinanze commissariali","132","Approvazione nuovi interventi relativi agli edifici di culto e integrazione finanziaria dei precedenti programmi","30/12/2022","Ordinanza n. 132 del 30 dicembre 2022, registrata in data 31 gennaio 2023 al numero 365","https://sisma2016.gov.it/wp-content/uploads/2022/12/Ordinanza-n.-132-del-30-dicembre-2022-Edifici-di-culto_signed.pdf"
"OC","ordinanze commissariali","133","Correzioni e integrazioni all'ordinanza n. 130 del 15 dicembre 2022, intitolata Testo Unico della ricostruzione privata, nonché all’ordinanza n. 131 del 30 dicembre 2022.","21/02/2023","Ordinanza n. 133 del 31 gennaio 2023, registrata in data 20 febbraio 2023 al numero 542","https://sisma2016.gov.it/wp-content/uploads/2023/02/Ordinanza-n.-133-del-31-gennaio-2023-Rev-TU_signed.pdf"
"OC","ordinanze commissariali","134","Approvazione degli schemi di convenzione con l’Agenzia nazionale per l’attrazione degli investimenti e lo sviluppo d’impresa S.p.a. - INVITALIA e con Fintecna S.p.A. per l’individuazione del personale da adibire alle attività di supporto tecnico-ingegneristico e di tipo amministrativo – contabile finalizzate a fronteggiare le esigenze delle popolazioni colpite dagli eventi sismici del 24 agosto 2016 nei territori delle Regioni Abruzzo, Lazio, Marche ed Umbria Anno 2023.","03/02/2023","Ordinanza n. 134 del 3 febbraio 2023, registrata in data 09 marzo 2023 al numero 734","https://sisma2016.gov.it/wp-content/uploads/2023/02/Ordinanza-n.-134-del-3-febbraio-2023-Convenzioni-Invitalia-Fintecna_signed.pdf"
"OC","ordinanze commissariali","135","Riordino della programmazione dei termini degli interventi della ricostruzione privata","16/02/2023","Ordinanza n. 135 del 16 febbraio 2023, registrata in data 3 marzo 2023 al numero 661","https://sisma2016.gov.it/wp-content/uploads/2023/02/Ordinanza-n.-135-del-16-febbraio-2023_signed.pdf"
"OC","ordinanze commissariali","136","Modifiche e integrazioni al Testo Unico della ricostruzione privata nonché alle ordinanze n. 51 del 2018, n. 57 del 4 luglio 2018 e n. 126 del 28 aprile 2022","07/04/2023","Ordinanza n. 136 del 22 marzo 2023, registrata in data 7 aprile 2023 al numero 1014","https://sisma2016.gov.it/wp-content/uploads/2023/04/Ordinanza-n.-136-del-22-marzo-2023-modifiche-TU_signed.pdf"
"OC","ordinanze commissariali","137","Approvazione del Programma straordinario di Rigenerazione Urbana connessa al sisma e del Nuovo Piano di ricostruzione di altre opere pubbliche per la Regione Marche nonché dell’elenco degli interventi per il recupero del tessuto socio-economico delle aree colpite dal sisma finanziati con i fondi della Camera dei deputati per la Regione Marche e norme di coordinamento con le ordinanze n. 109 del 2020 e 129 del 2022.","03/05/2023","Ordinanza n. 137 del 29 marzo 2023, registrata in data 02 maggio 2023 al numero 1232","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ordinanza-n.-137-del-29-marzo-2023-OO.PP_.-Marche_signed.pdf"
"OC","ordinanze commissariali","138","Convenzione per lo sviluppo delle piattaforme informatiche del Commissario Straordinario del Governo per la riparazione, la ricostruzione, l’assistenza alla popolazione e la ripresa economica dei territori delle regioni Abruzzo, Lazio, Marche e Umbria interessati dagli eventi sismici verificatisi a far data dal 24 agosto 2016","03/05/2023","Ordinanza n. 138 del 03 maggio 2023, registrata in data 26 maggio 2023 al numero 1552","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ordinanza-n.-138-3-maggio-2023-GeDiSi_signed.pdf"
"OC","ordinanze commissariali","139","Correzioni e integrazioni all'ordinanza n. 130 del 15 dicembre 2022, intitolata Testo Unico della ricostruzione privata, all’ordinanza commissariale n. 110 del 21 novembre 2020, all’ordinanza n. 126 del 28 aprile 2022, all’ordinanza commissariale n. 131 del 30 dicembre 2022 nonché all’ordinanza speciale n. 31 del 31 dicembre 2021","26/05/2023","Ordinanza n. 139 del 10 maggio 2023, registrata in data 26 maggio 2023 al numero 1559","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ordinanza-n.-139-del-10-maggio-2023-Mod.-TU_signed.pdf"
"OC","ordinanze commissariali","140","Ulteriori misure per la semplificazione e l’accelerazione della ricostruzione","30/05/2023","Ordinanza n. 140 del 30 maggio 2023, registrata in data 22 giugno al numero 1830","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ord.-n.-140-del-30-maggio-2023-Semplificazioni_signed.pdf"
"OC","ordinanze commissariali","141","Modifica agli allegati A1, A2, B e C dell’Ordinanza n. 137 del 29 marzo 2023, recante “Approvazione del Programma straordinario di Rigenerazione Urbana connessa al sisma e del Nuovo Piano di ricostruzione di altre opere pubbliche per la Regione Marche nonché dell’elenco degli interventi per il recupero del tessuto socio-economico delle aree colpite dal sisma finanziati con i fondi della Camera dei deputati per la Regione Marche e norme di coordinamento con le ordinanze n. 109 del 2020 e 129 del 2022”","30/05/2023","Ordinanza n. 141 del 30 maggio 2023, registrata in data 22 giugno al numero 1829","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ord.-n.-141-del-30-maggio-2023-modifica-n.-137-2023_signed.pdf"
"OC","ordinanze commissariali","142","Programmazione dei termini di presentazione delle domande per tipologie di interventi","30/05/2023","Ordinanza n. 142 del 30 maggio 2023, registrata in data 23 giugno al numero 1834","https://sisma2016.gov.it/wp-content/uploads/2023/05/Ord.-n.-142-del-30-maggio-2023-Programmazione-termini_signed.pdf"
"OC","ordinanze commissariali","143","Modifica all’Ordinanza n. 128 del 13 ottobre 2022, recante “Approvazione Programma stralcio degli edifici di culto per l’ottavo centenario dalla morte di San Francesco D’Assisi, Patrono d’Italia; approvazione del programma di sviluppo relativo agli interventi per la promozione del turismo lento in attuazione dell’articolo 9-duodetricies del decreto legge n. 123 del 24 ottobre 2019 e disposizioni di organizzazione e semplificazione delle relative procedure; disposizioni riguardanti l’armonizzazione delle scadenze concernenti la presentazione delle istanze di contributo per la ricostruzione privata”.","28/06/2023","Ordinanza n. 143 del 28 giugno 2023, registrata in data 20 luglio 2023 al numero 2070","https://sisma2016.gov.it/wp-content/uploads/2023/06/Ordinanza-n.-143-del-28-giugno-2023-Plestia_signed.pdf"
"OC","ordinanze commissariali","144","Modifiche alle Ordinanze n. 105 del 2020, n. 130 del 2022 recante “Testo Unico della Ricostruzione Privata” e ss.mm.ii., n. 137 del 2023, all’ordinanza speciale n. 14 del 2021, nonché disposizioni in materia di cessioni dei crediti e altre misure connesse","04/08/2023","Ordinanza n. 144 del 28 giugno 2023, registrata in data 4 agosto 2023 al numero 2205","https://sisma2016.gov.it/wp-content/uploads/2023/08/Ordinanza-n.-144-del-28-giugno-2023-Mod.-105-130-137_signed.pdf"
"OC","ordinanze commissariali","145","Disposizioni in materia di ricostruzione pubblica ai sensi del decreto legislativo 31 marzo 2023, n. 36","29/06/2023","Ordinanza n. 145 del 28 Giugno 2023 registrata in data 24 luglio 2023 al numero 2090","https://sisma2016.gov.it/wp-content/uploads/2023/07/Ordinanza-n.-145-del-28-giugno-2023-ponte-Stazioni-appaltanti_signed.pdf"
"OC","ordinanze commissariali","146","Modifica agli allegati A1 e A2 dell’Ordinanza n. 137 del 29 marzo 2023, recante “Approvazione del Programma straordinario di Rigenerazione Urbana connessa al sisma e del Nuovo Piano di ricostruzione di altre opere pubbliche per la Regione Marche nonché dell’elenco degli interventi per il recupero del tessuto socio-economico delle aree colpite dal sisma finanziati con i fondi della Camera dei deputati per la Regione Marche e norme di coordinamento con le ordinanze n. 109 del 2020 e 129 del 2022”.","26/07/2023","Ordinanza n. 146 del 26 luglio 2023 registrata in data 11 agosto 2023 al numero 2302","https://sisma2016.gov.it/wp-content/uploads/2023/07/Ord-n-146-del-26-luglio-2023_signed.pdf"
"OC","ordinanze commissariali","147","Domanda di contributo per edifici con danni gravi carenti della dichiarazione di manifestazione di volontà","26/07/2023","Ordinanza n. 147 del 26 luglio 2023 registrata in data 11 agosto 2023 al numero 2301","https://sisma2016.gov.it/wp-content/uploads/2023/07/Ordinanza-n.-147-del-26-luglio-2023-Manifestazione-di-volontà_signed.pdf"
"OC","ordinanze commissariali","148","Modifiche all’Ordinanza n. 128 del 13 ottobre 2022 recante “Approvazione Programma stralcio degli edifici di culto per l’ottavo centenario dalla morte di San Francesco D’Assisi, Patrono d’Italia; approvazione del programma di sviluppo relativo agli interventi per la promozione del turismo lento in attuazione dell’articolo 9-duodetricies del decreto legge n. 123 del 24 ottobre 2019 e disposizioni di organizzazione e semplificazione delle relative procedure; disposizioni riguardanti l’armonizzazione delle scadenze concernenti la presentazione delle istanze di contributo per la ricostruzione privata”","26/07/2023","Ordinanza n. 148 del 26 luglio 2023 registrata in data 11 agosto 2023 al numero 2300","https://sisma2016.gov.it/wp-content/uploads/2023/07/Ordinanza-n.-148-del-26-luglio-2023-Modifica-128_signed.pdf"
"OC","ordinanze commissariali","149","“Approvazione Accordo ex art.11, L. 241/1990, tra i soggetti privati interessati, il Comune di Macerata e l’Ufficio Speciale per la Ricostruzione della Regione Marche, per l’applicazione coordinata del Testo Unico della Ricostruzione Privata agli interventi di ricostruzione del complesso di edifici condominiali ubicati a Macerata tra via Maffeo Pantaleoni, civici nn.89-111, e via Coniugi Zorli, e per la risoluzione delle interferenze con le infrastrutture della viabilità comunale, con disciplinare tecnico descrittivo per l’attivazione dell’azione coordinata”","26/07/2023","Ordinanza n. 149 del 26 luglio 2023 registrata in data 11 agosto 2023 al numero 2299","https://sisma2016.gov.it/wp-content/uploads/2023/07/Ordinanza-n.-149-del-26-luglio-2023-Via-Pantaleoni_signed.pdf"
"OC","ordinanze commissariali","150","“Modifiche ed integrazioni all'ordinanza n. 130 del 15 dicembre 2022 e ss.mm. e ii., intitolata Testo Unico della ricostruzione privata”","11/08/2023","Ordinanza n. 150 del 27 luglio 2023 registrata in data 11 agosto 2023 al numero 2298","https://sisma2016.gov.it/wp-content/uploads/2023/08/Ordinanza-n.-150-del-27-luglio-2023-Modifica-TU_signed.pdf"
"OC","ordinanze commissariali","152","Modifica all’Ordinanza n. 128 del 13 ottobre 2022, recante “Approvazione Programma stralcio degli edifici di culto per l’ottavo centenario dalla morte di San Francesco D’Assisi, Patrono d’Italia; approvazione del programma di sviluppo relativo agli interventi per la promozione del turismo lento in attuazione dell’articolo 9-duodetricies del decreto legge n. 123 del 24 ottobre 2019 e disposizioni di organizzazione e semplificazione delle relative procedure; disposizioni riguardanti l’armonizzazione delle scadenze concernenti la presentazione delle istanze di contributo per la ricostruzione privata”.","13/11/2023","Ordinanza n. 152 del 13 novembre 2023 registrata in data 04 dicembre 2023 al numero 3131","https://sisma2016.gov.it/wp-content/uploads/2023/11/Ordinanza-n.-152-del-13-novembre-2023-Mod.-128_signed.pdf"
"OC","ordinanze commissariali","153","Disposizioni di modifica e integrazione dell’ ordinanza n. 117 del 29 luglio 2021","13/11/2023","Ordinanza n. 153 del 13 novembre 2023 registrata in data 04 dicembre 2023 al numero 3128","https://sisma2016.gov.it/wp-content/uploads/2023/11/Ordinanza-n.-153-del-13-novembre-2023-Mod.-117_signed.pdf"
